Z  N   AME2020   Prediction   Difference
050 074 -88.678    -88.609     -0.070
050 075 -86.352    -86.245     -0.108
050 076 -86.269    -86.440      0.171
050 077 -83.767    -83.787      0.021
050 078 -83.937    -83.710     -0.227
050 079 -80.894    -81.147      0.253
050 080 -80.150    -80.451      0.300
050 081 -78.332    -78.376      0.044
050 082 -76.818    -76.996      0.178
050 083 -71.728    -71.822      0.094
050 084 -67.058    -67.146      0.088
050 085 -61.243    -61.303      0.061
050 086 -57.363    -56.961     -0.401
050 087 -50.791    -50.881      0.090
050 088 -46.491    -46.385     -0.106
050 089 -39.586    -39.873      0.286
050 090 -35.226    -34.844     -0.382
050 091 -28.103    -28.002     -0.100
050 092 -23.495    -23.555      0.060
050 093 -16.552    -16.371     -0.181
050 094 -11.470    -11.859      0.389
050 095  -4.060     -3.932     -0.128
050 096   1.064      1.351     -0.287
050 097   8.152      8.164     -0.013
050 098  13.620     13.737     -0.117
050 099  20.689     20.676      0.013
050 100  26.093     26.233     -0.140
050 101  33.507     33.591     -0.084
050 102  39.218     39.474     -0.256
050 103  46.755     46.771     -0.015
050 104  52.758     52.226      0.533
050 105  60.385     59.819      0.566
050 106  66.758     66.590      0.167
050 107  74.604     74.619     -0.015
050 108  81.286     81.453     -0.166
050 109  89.370     89.490     -0.120
050 110  96.061     96.546     -0.485
050 111 103.669    103.671     -0.002
050 112 110.484    111.125     -0.640
051 055 -65.737    -66.136      0.399
051 056 -70.391    -70.701      0.310
051 057 -71.893    -72.017      0.124
051 058 -75.958    -76.080      0.122
051 059 -76.810    -76.837      0.027
051 060 -80.564    -80.704      0.139
051 061 -81.042    -81.016     -0.026
051 062 -84.174    -84.360      0.186
051 063 -84.241    -84.375      0.134
051 064 -86.861    -87.196      0.335
051 065 -86.610    -86.964      0.354
051 066 -88.805    -88.827      0.022
051 067 -88.015    -88.292      0.277
051 068 -90.079    -89.914     -0.165
051 069 -88.804    -88.667     -0.136
051 070 -90.548    -90.256     -0.292
051 071 -88.940    -88.674     -0.267
051 072 -89.937    -89.726     -0.211
051 073 -88.187    -87.935     -0.252
051 074 -89.022    -88.731     -0.292
051 075 -86.811    -86.580     -0.230
051 076 -87.366    -87.225     -0.141
051 077 -85.008    -84.809     -0.200
051 078 -85.336    -85.243     -0.093
051 079 -82.517    -82.687      0.170
051 080 -82.720    -82.633     -0.087
051 081 -80.207    -80.427      0.220
051 082 -79.721    -79.502     -0.219
051 083 -74.684    -74.731      0.047
051 084 -70.933    -70.628     -0.304
051 085 -65.154    -65.236      0.082
051 086 -61.337    -61.018     -0.319
051 087 -55.321    -55.135     -0.186
051 088 -51.233    -51.194     -0.039
051 089 -44.811    -44.562     -0.249
051 090 -40.504    -40.828      0.325
051 091 -33.900    -33.955      0.056
051 092 -29.099    -29.537      0.438
051 093 -22.949    -23.259      0.309
051 094 -17.953    -18.217      0.264
051 095 -11.616    -11.840      0.224
051 096  -6.944     -6.654     -0.290
051 097   0.338      0.218      0.119
051 098   5.032      5.249     -0.217
051 099  11.463     11.548     -0.085
051 100  16.987     17.363     -0.377
051 101  24.053     24.126     -0.073
051 102  29.122     29.367     -0.245
051 103  36.904     37.053     -0.149
051 104  42.096     41.924      0.172
051 105  49.366     49.230      0.135
051 106  55.775     55.608      0.167
051 107  63.416     63.606     -0.189
051 108  69.724     69.822     -0.097
051 109  77.680     77.994     -0.314
051 110  84.360     84.503     -0.143
051 111  92.266     92.560     -0.294
051 112  98.530     98.858     -0.329
051 113 106.453    106.792     -0.340
051 114 112.713    113.430     -0.717
051 115 120.656    120.954     -0.299
051 116 127.231    127.605     -0.374
052 052 -49.260    -49.336      0.075
052 053 -52.538    -52.718      0.180
052 054 -58.794    -58.961      0.167
052 055 -60.967    -61.196      0.228
052 056 -66.300    -66.422      0.121
052 057 -67.976    -68.131      0.155
052 058 -72.393    -72.622      0.229
052 059 -73.571    -73.871      0.301
052 060 -77.679    -77.818      0.139
052 061 -78.403    -78.508      0.105
052 062 -81.904    -81.950      0.046
052 063 -82.453    -82.358     -0.095
052 064 -85.327    -85.575      0.249
052 065 -85.258    -85.478      0.220
052 066 -87.929    -88.327      0.398
052 067 -87.705    -87.774      0.069
052 068 -89.675    -89.869      0.194
052 069 -88.832    -89.012      0.180
052 070 -90.792    -90.701     -0.091
052 071 -89.571    -89.610      0.038
052 072 -90.967    -90.941     -0.026
052 073 -89.188    -89.665      0.477
052 074 -90.465    -90.570      0.105
052 075 -88.745    -88.874      0.129
052 076 -89.187    -89.365      0.178
052 077 -87.494    -87.458     -0.036
052 078 -87.767    -87.838      0.071
052 079 -85.537    -85.589      0.051
052 080 -85.623    -85.669      0.046
052 081 -83.737    -83.644     -0.093
052 082 -83.135    -83.145      0.010
052 083 -78.373    -78.209     -0.164
052 084 -74.926    -74.797     -0.129
052 085 -69.347    -69.488      0.141
052 086 -66.047    -66.242      0.195
052 087 -60.253    -60.439      0.186
052 088 -56.620    -56.695      0.075
052 089 -50.905    -50.767     -0.139
052 090 -46.881    -47.169      0.288
052 091 -40.841    -40.755     -0.086
052 092 -37.062    -37.513      0.451
052 093 -30.842    -30.867      0.025
052 094 -26.877    -26.717     -0.160
052 095 -20.651    -20.947      0.295
052 096 -16.288    -16.486      0.198
052 097  -9.870    -10.007      0.137
052 098  -5.165     -5.361      0.196
052 099   1.411      1.379      0.033
052 100   6.312      6.340     -0.028
052 101  13.160     13.148      0.012
052 102  18.239     18.120      0.119
052 103  25.283     25.237      0.046
052 104  30.595     30.683     -0.087
052 105  37.763     37.633      0.130
052 106  43.659     43.620      0.039
052 107  51.027     51.078     -0.051
052 108  57.189     57.226     -0.038
052 109  64.906     64.772      0.134
052 110  70.979     70.830      0.149
052 111  78.969     78.913      0.056
052 112  85.212     85.500     -0.288
052 113  93.376     93.236      0.140
052 114  99.767    100.175     -0.408
052 115 107.796    107.641      0.155
052 116 113.925    114.347     -0.422
052 117 122.053    122.023      0.029
052 118 128.488    128.310      0.178
053 057 -60.950    -60.870     -0.080
053 058 -65.707    -65.927      0.220
053 059 -67.439    -67.498      0.058
053 060 -71.805    -72.000      0.194
053 061 -73.047    -73.043     -0.004
053 062 -77.012    -77.130      0.118
053 063 -77.884    -77.974      0.090
053 064 -81.487    -81.486     -0.001
053 065 -81.946    -81.892     -0.054
053 066 -84.886    -84.899      0.013
053 067 -85.000    -85.158      0.158
053 068 -87.248    -87.107     -0.141
053 069 -86.884    -86.776     -0.108
053 070 -88.555    -88.568      0.013
053 071 -87.560    -87.947      0.387
053 072 -89.255    -89.474      0.219
053 073 -88.113    -88.182      0.069
053 074 -89.331    -89.551      0.219
053 075 -88.157    -88.143     -0.013
053 076 -88.806    -88.917      0.111
053 077 -87.331    -87.353      0.022
053 078 -87.704    -87.925      0.221
053 079 -85.726    -85.795      0.069
053 080 -85.920    -85.784     -0.136
053 081 -84.599    -84.243     -0.356
053 082 -83.904    -83.888     -0.016
053 083 -79.716    -79.708     -0.008
053 084 -76.718    -76.547     -0.171
053 085 -71.760    -71.809      0.049
053 086 -68.724    -68.631     -0.093
053 087 -63.552    -63.442     -0.110
053 088 -60.555    -60.838      0.283
053 089 -54.955    -55.004      0.048
053 090 -51.940    -51.948      0.009
053 091 -45.927    -45.759     -0.168
053 092 -42.891    -42.715     -0.176
053 093 -36.964    -36.738     -0.226
053 094 -33.289    -33.222     -0.067
053 095 -27.337    -27.431      0.093
053 096 -23.159    -22.976     -0.182
053 097 -17.127    -17.170      0.044
053 098 -12.637    -12.449     -0.188
053 099  -6.470     -6.167     -0.303
053 100  -1.851     -1.565     -0.286
053 101   4.931      5.120     -0.189
053 102   9.457      9.984     -0.527
053 103  16.182     16.555     -0.373
053 104  21.448     21.542     -0.094
053 105  28.463     29.090     -0.627
053 106  33.747     33.952     -0.205
053 107  41.248     41.402     -0.154
053 108  46.806     47.355     -0.549
053 109  54.105     54.237     -0.132
053 110  60.223     60.073      0.150
053 111  67.668     67.559      0.109
053 112  73.979     73.956      0.023
053 113  81.925     81.685      0.240
053 114  88.102     88.309     -0.206
053 115  95.783     95.604      0.179
053 116 102.128    102.298     -0.169
053 117 109.962    110.025     -0.064
053 118 116.391    116.569     -0.178
054 054 -42.739    -42.807      0.068
054 055 -46.487    -46.577      0.090
054 056 -53.073    -53.087      0.014
054 057 -55.785    -56.009      0.224
054 058 -61.131    -61.320      0.189
054 059 -63.130    -63.495      0.365
054 060 -67.887    -68.024      0.138
054 061 -69.475    -69.485      0.010
054 062 -73.728    -73.746      0.018
054 063 -74.946    -74.970      0.024
054 064 -78.862    -78.990      0.128
054 065 -79.611    -79.517     -0.094
054 066 -83.000    -83.003      0.004
054 067 -83.445    -83.141     -0.304
054 068 -86.071    -86.201      0.130
054 069 -86.073    -86.028     -0.045
054 070 -88.203    -88.091     -0.113
054 071 -87.382    -87.662      0.280
054 072 -89.546    -89.574      0.028
054 073 -88.695    -88.786      0.091
054 074 -90.225    -90.219     -0.006
054 075 -89.186    -89.071     -0.114
054 076 -90.134    -90.119     -0.015
054 077 -88.822    -88.936      0.114
054 078 -89.472    -89.719      0.247
054 079 -87.799    -88.033      0.234
054 080 -88.231    -88.148     -0.084
054 081 -86.871    -86.770     -0.101
054 082 -86.953    -86.740     -0.212
054 083 -82.762    -82.956      0.194
054 084 -80.214    -80.311      0.097
054 085 -75.491    -75.820      0.329
054 086 -73.077    -73.083      0.006
054 087 -68.233    -68.102     -0.130
054 088 -65.723    -65.657     -0.066
054 089 -60.389    -60.134     -0.255
054 090 -57.736    -57.713     -0.023
054 091 -51.796    -52.048      0.252
054 092 -49.263    -49.453      0.190
054 093 -43.587    -43.853      0.266
054 094 -40.366    -40.364     -0.002
054 095 -34.695    -34.556     -0.140
054 096 -30.895    -30.866     -0.028
054 097 -25.070    -25.244      0.174
054 098 -21.088    -20.948     -0.140
054 099 -15.032    -14.882     -0.150
054 100 -10.696    -10.502     -0.195
054 101  -4.746     -4.651     -0.096
054 102   0.105      0.186     -0.081
054 103   6.831      6.913     -0.082
054 104  11.448     11.604     -0.156
054 105  18.273     18.692     -0.420
054 106  23.414     23.377      0.036
054 107  30.367     30.612     -0.245
054 108  35.779     35.889     -0.110
054 109  43.203     43.275     -0.072
054 110  48.834     48.793      0.042
054 111  55.952     56.020     -0.068
054 112  62.032     61.745      0.288
054 113  69.767     69.528      0.239
054 114  75.639     75.924     -0.285
054 115  83.273     83.409     -0.136
054 116  89.503     90.029     -0.526
054 117  97.112     97.434     -0.322
054 118 103.364    103.760     -0.396
054 119 111.031    110.997      0.034
054 120 117.254    117.088      0.165
054 121 124.919    125.065     -0.146
054 122 131.286    131.199      0.087
054 123 139.285    139.126      0.160
054 124 145.230    145.410     -0.180
054 125 152.860    152.812      0.048
054 126 159.386    159.396     -0.010
055 060 -60.867    -61.236      0.368
055 061 -62.906    -63.041      0.135
055 062 -67.601    -67.840      0.239
055 063 -69.135    -69.334      0.199
055 064 -73.439    -73.497      0.058
055 065 -74.731    -74.601     -0.131
055 066 -78.428    -78.178     -0.250
055 067 -79.210    -79.058     -0.152
055 068 -82.299    -82.115     -0.183
055 069 -82.577    -82.695      0.118
055 070 -85.100    -84.953     -0.147
055 071 -84.960    -85.063      0.103
055 072 -87.001    -86.925     -0.076
055 073 -86.324    -86.384      0.060
055 074 -88.190    -88.083     -0.107
055 075 -87.290    -87.344      0.054
055 076 -88.540    -88.538     -0.003
055 077 -87.693    -87.531     -0.162
055 078 -88.543    -88.408     -0.136
055 079 -87.138    -87.092     -0.047
055 080 -87.782    -87.625     -0.156
055 081 -86.718    -86.646     -0.072
055 082 -86.727    -86.609     -0.118
055 083 -83.218    -83.198     -0.020
055 084 -80.894    -80.530     -0.364
055 085 -76.838    -76.752     -0.086
055 086 -74.786    -74.540     -0.246
055 087 -70.377    -70.468      0.090
055 088 -68.224    -68.201     -0.023
055 089 -63.364    -63.364      0.001
055 090 -61.012    -61.002     -0.010
055 091 -55.639    -55.683      0.044
055 092 -53.295    -53.234     -0.061
055 093 -48.194    -47.652     -0.542
055 094 -45.157    -45.060     -0.098
055 095 -39.707    -39.413     -0.294
055 096 -36.469    -36.278     -0.190
055 097 -30.718    -30.763      0.045
055 098 -27.243    -27.126     -0.117
055 099 -21.554    -21.804      0.251
055 100 -17.599    -17.547     -0.052
055 101 -11.883    -12.187      0.304
055 102  -7.278     -7.318      0.041
055 103  -0.800     -0.917      0.117
055 104   3.617      3.671     -0.054
055 105  10.381      9.998      0.384
055 106  15.045     15.186     -0.142
055 107  21.993     22.269     -0.276
055 108  26.951     26.931      0.021
055 109  34.353     34.385     -0.032
055 110  39.425     39.331      0.094
055 111  46.621     46.492      0.128
055 112  52.294     52.171      0.123
055 113  59.610     59.343      0.267
055 114  65.480     65.226      0.255
055 115  72.905     72.956     -0.051
055 116  78.802     78.831     -0.029
055 117  86.072     86.262     -0.190
055 118  92.255     92.618     -0.363
055 119 100.202     99.760      0.441
055 120 105.963    106.398     -0.435
055 121 113.506    113.524     -0.017
055 122 119.721    119.881     -0.160
055 123 127.372    127.388     -0.016
055 124 133.188    133.504     -0.317
055 125 140.439    140.906     -0.467
055 126 146.645    147.362     -0.717
056 056 -36.574    -36.421     -0.153
056 057 -40.454    -40.793      0.340
056 058 -47.220    -47.257      0.037
056 059 -50.300    -50.335      0.035
056 060 -55.870    -55.818     -0.051
056 061 -58.091    -58.435      0.344
056 062 -63.240    -63.266      0.025
056 063 -65.047    -65.202      0.155
056 064 -69.752    -69.732     -0.020
056 065 -70.844    -71.121      0.278
056 066 -75.365    -75.341     -0.024
056 067 -76.575    -76.360     -0.215
056 068 -79.896    -80.032      0.136
056 069 -80.567    -80.470     -0.097
056 070 -83.460    -83.366     -0.093
056 071 -83.599    -83.470     -0.128
056 072 -85.964    -85.898     -0.067
056 073 -85.576    -85.565     -0.011
056 074 -87.662    -87.682      0.019
056 075 -87.126    -87.075     -0.051
056 076 -88.731    -88.732      0.001
056 077 -88.098    -87.834     -0.264
056 078 -89.126    -89.285      0.159
056 079 -87.896    -88.071      0.174
056 080 -88.839    -89.049      0.210
056 081 -88.003    -87.889     -0.113
056 082 -88.542    -88.699      0.156
056 083 -85.106    -85.262      0.155
056 084 -83.371    -83.404      0.034
056 085 -79.464    -79.710      0.246
056 086 -77.830    -77.842      0.013
056 087 -73.702    -73.943      0.242
056 088 -71.890    -72.010      0.120
056 089 -67.528    -67.945      0.418
056 090 -65.373    -65.481      0.108
056 091 -60.770    -60.996      0.226
056 092 -58.377    -58.331     -0.046
056 093 -53.626    -53.592     -0.034
056 094 -50.826    -50.966      0.140
056 095 -45.803    -46.043      0.241
056 096 -42.864    -42.993      0.130
056 097 -37.508    -37.714      0.205
056 098 -34.198    -34.089     -0.109
056 099 -28.811    -28.993      0.182
056 100 -25.089    -25.196      0.107
056 101 -19.186    -19.394      0.208
056 102 -15.361    -15.397      0.036
056 103  -9.148     -9.020     -0.128
056 104  -4.971     -5.015      0.043
056 105   1.267      0.928      0.339
056 106   6.092      6.077      0.015
056 107  12.733     13.167     -0.433
056 108  17.494     17.880     -0.385
056 109  24.512     24.613     -0.101
056 110  29.441     29.566     -0.125
056 111  36.363     36.451     -0.088
056 112  41.733     41.271      0.462
056 113  48.756     48.515      0.241
056 114  54.258     53.978      0.280
056 115  61.509     61.665     -0.156
056 116  67.288     67.439     -0.151
056 117  74.448     74.726     -0.279
056 118  80.438     80.586     -0.149
056 119  88.038     88.510     -0.473
056 120  93.654     94.001     -0.347
056 121 101.297    101.392     -0.095
056 122 106.969    107.120     -0.151
056 123 114.736    114.409      0.327
056 124 120.090    120.165     -0.075
056 125 127.154    127.651     -0.497
056 126 133.327    133.477     -0.150
057 062 -56.255    -56.283      0.027
057 063 -58.341    -58.530      0.188
057 064 -63.461    -63.448     -0.013
057 065 -65.314    -65.256     -0.059
057 066 -69.661    -69.558     -0.103
057 067 -71.142    -70.920     -0.222
057 068 -74.793    -74.453     -0.340
057 069 -75.733    -75.545     -0.189
057 070 -78.876    -78.564     -0.312
057 071 -79.227    -79.292      0.065
057 072 -82.195    -81.994     -0.201
057 073 -82.216    -82.311      0.096
057 074 -84.593    -84.451     -0.141
057 075 -84.402    -84.321     -0.081
057 076 -86.257    -85.919     -0.339
057 077 -85.649    -85.723      0.074
057 078 -87.168    -87.062     -0.106
057 079 -86.231    -86.506      0.275
057 080 -87.324    -87.325      0.001
057 081 -86.873    -86.790     -0.083
057 082 -87.671    -87.442     -0.229
057 083 -84.638    -84.847      0.209
057 084 -83.177    -82.991     -0.186
057 085 -79.694    -79.814      0.121
057 086 -78.387    -78.314     -0.073
057 087 -74.565    -74.746      0.182
057 088 -73.063    -72.989     -0.074
057 089 -68.845    -69.241      0.397
057 090 -67.216    -67.305      0.089
057 091 -63.032    -63.170      0.138
057 092 -61.181    -60.818     -0.363
057 093 -56.899    -56.590     -0.309
057 094 -54.551    -54.217     -0.334
057 095 -49.644    -49.308     -0.336
057 096 -47.163    -46.871     -0.292
057 097 -42.209    -41.698     -0.511
057 098 -39.220    -39.538      0.318
057 099 -34.016    -34.202      0.186
057 100 -30.580    -31.606      1.026
057 101 -24.816    -26.289      1.473
057 102 -21.285    -22.040      0.755
057 103 -15.420    -16.494      1.074
057 104 -11.150    -12.968      1.818
057 105  -4.882     -7.324      2.442
057 106  -0.806     -2.904      2.098
057 107   5.411      2.583      2.828
057 108  10.118      8.378      1.740
057 109  16.498     16.027      0.471
057 110  21.494     20.856      0.639
057 111  28.171     27.549      0.623
057 112  33.255     31.634      1.621
057 113  40.247     38.380      1.866
057 114  45.576     44.281      1.295
057 115  52.777     51.289      1.488
057 116  58.074     57.377      0.696
057 117  64.993     64.262      0.731
057 118  70.991     70.300      0.691
057 119  78.092     77.292      0.800
057 120  83.596     83.569      0.027
057 121  90.676     90.461      0.215
057 122  96.257     97.262     -1.005
057 123 103.641    103.875     -0.234
057 124 109.016    110.224     -1.208
057 125 115.933    117.371     -1.438
057 126 121.812    123.226     -1.414
058 058 -30.196    -31.515      1.318
058 059 -34.688    -36.239      1.551
058 060 -41.406    -41.881      0.475
058 061 -44.898    -45.746      0.848
058 062 -50.714    -51.320      0.606
058 063 -53.209    -54.377      1.168
058 064 -58.585    -59.343      0.758
058 065 -60.803    -61.681      0.878
058 066 -65.445    -66.129      0.684
058 067 -67.262    -67.535      0.273
058 068 -71.280    -71.497      0.218
058 069 -72.605    -72.660      0.054
058 070 -76.228    -76.289      0.061
058 071 -77.013    -77.079      0.065
058 072 -80.011    -80.280      0.269
058 073 -80.176    -80.722      0.546
058 074 -82.922    -83.350      0.428
058 075 -82.767    -83.293      0.526
058 076 -85.215    -85.353      0.137
058 077 -85.078    -85.227      0.149
058 078 -86.631    -87.285      0.654
058 079 -85.951    -86.661      0.709
058 080 -87.431    -88.480      1.050
058 081 -86.964    -87.457      0.493
058 082 -88.361    -89.062      0.701
058 083 -85.396    -85.899      0.503
058 084 -84.408    -85.014      0.606
058 085 -81.127    -81.513      0.386
058 086 -80.308    -80.529      0.221
058 087 -76.778    -76.680     -0.098
058 088 -75.819    -75.456     -0.363
058 089 -71.969    -71.614     -0.355
058 090 -70.660    -69.897     -0.763
058 091 -66.891    -66.161     -0.730
058 092 -65.239    -64.463     -0.776
058 093 -61.333    -60.734     -0.599
058 094 -59.161    -58.524     -0.637
058 095 -54.689    -54.395     -0.295
058 096 -52.532    -51.786     -0.746
058 097 -47.924    -47.532     -0.392
058 098 -45.141    -44.970     -0.171
058 099 -40.360    -39.895     -0.465
058 100 -37.065    -37.147      0.081
058 101 -31.638    -32.214      0.575
058 102 -28.332    -29.948      1.616
058 103 -22.754    -24.976      2.222
058 104 -18.945    -21.699      2.754
058 105 -13.081    -15.685      2.603
058 106  -8.868    -12.660      3.792
058 107  -2.779     -6.353      3.574
058 108   1.633     -0.657      2.290
058 109   7.867      7.458      0.409
058 110  12.518     12.217      0.301
058 111  19.057     19.584     -0.527
058 112  23.944     23.602      0.341
058 113  30.410     29.820      0.589
058 114  35.622     34.547      1.075
058 115  42.694     41.171      1.524
058 116  47.794     46.959      0.835
058 117  54.326     54.133      0.193
058 118  60.187     59.682      0.505
058 119  67.296     66.259      1.037
058 120  72.680     71.773      0.908
058 121  79.818     79.347      0.471
058 122  84.931     84.867      0.064
058 123  92.132     92.289     -0.157
058 124  97.163     97.778     -0.616
058 125 103.612    104.818     -1.207
058 126 109.428    110.180     -0.752
059 066 -58.642    -60.688      2.046
059 067 -60.862    -61.790      0.927
059 068 -65.473    -65.556      0.084
059 069 -66.933    -66.907     -0.027
059 070 -70.926    -70.457     -0.469
059 071 -72.026    -71.599     -0.427
059 072 -75.445    -74.734     -0.710
059 073 -75.965    -75.683     -0.282
059 074 -78.857    -78.604     -0.253
059 075 -78.947    -79.724      0.777
059 076 -81.551    -81.783      0.232
059 077 -81.850    -82.784      0.935
059 078 -83.634    -84.114      0.479
059 079 -83.339    -84.543      1.205
059 080 -84.914    -85.884      0.970
059 081 -84.973    -86.032      1.059
059 082 -86.512    -87.018      0.507
059 083 -83.982    -84.705      0.723
059 084 -83.313    -83.244     -0.070
059 085 -80.358    -80.667      0.308
059 086 -79.812    -79.292     -0.520
059 087 -76.614    -76.299     -0.314
059 088 -75.996    -74.854     -1.143
059 089 -72.488    -71.677     -0.811
059 090 -71.585    -70.159     -1.426
059 091 -68.057    -66.807     -1.250
059 092 -66.774    -65.274     -1.500
059 093 -63.270    -61.661     -1.610
059 094 -61.503    -60.127     -1.376
059 095 -57.406    -55.978     -1.428
059 096 -55.423    -54.695     -0.728
059 097 -51.203    -50.598     -0.605
059 098 -48.681    -48.882      0.201
059 099 -44.205    -43.999     -0.205
059 100 -41.177    -42.000      0.823
059 101 -36.209    -36.910      0.701
059 102 -33.151    -35.249      2.098
059 103 -27.741    -30.723      2.982
059 104 -24.449    -28.504      4.056
059 105 -18.440    -22.983      4.543
059 106 -14.912    -19.703      4.791
059 107  -8.880    -14.605      5.725
059 108  -4.750    -10.917      6.167
059 109   1.411     -5.547      6.958
059 110   5.706      0.744      4.962
059 111  11.916      9.295      2.621
059 112  16.354     14.264      2.090
059 113  22.701     20.696      2.004
059 114  27.620     24.934      2.686
059 115  34.355     30.861      3.494
059 116  39.193     36.382      2.811
059 117  45.722     42.665      3.056
059 118  51.338     49.405      1.933
059 119  58.478     55.514      2.964
059 120  63.555     61.522      2.032
059 121  70.166     67.432      2.734
059 122  75.204     74.075      1.128
059 123  82.370     80.523      1.848
059 124  87.228     87.473     -0.244
059 125  93.440     93.770     -0.330
059 126  99.112    100.684     -1.572
060 061 -29.139    -34.135      4.996
060 062 -36.087    -39.831      3.744
060 063 -39.719    -44.086      4.366
060 064 -45.567    -49.061      3.494
060 065 -48.465    -52.168      3.703
060 066 -53.741    -56.888      3.147
060 067 -56.165    -58.590      2.425
060 068 -60.798    -62.225      1.427
060 069 -62.441    -63.781      1.340
060 070 -66.831    -67.285      0.454
060 071 -68.289    -68.831      0.542
060 072 -71.894    -72.555      0.661
060 073 -72.706    -73.378      0.672
060 074 -76.070    -77.121      1.050
060 075 -76.440    -78.075      1.635
060 076 -79.531    -81.237      1.706
060 077 -79.913    -81.552      1.638
060 078 -82.027    -84.227      2.201
060 079 -81.919    -83.958      2.039
060 080 -83.893    -86.427      2.533
060 081 -84.384    -86.051      1.667
060 082 -86.043    -88.226      2.183
060 083 -83.667    -85.222      1.555
060 084 -83.440    -84.731      1.291
060 085 -80.731    -81.639      0.909
060 086 -80.511    -81.096      0.585
060 087 -77.664    -77.661     -0.003
060 088 -77.476    -76.870     -0.605
060 089 -74.491    -73.508     -0.983
060 090 -73.947    -72.253     -1.694
060 091 -70.769    -69.096     -1.673
060 092 -69.882    -67.573     -2.309
060 093 -66.738    -64.404     -2.334
060 094 -65.386    -62.723     -2.663
060 095 -61.459    -59.379     -2.080
060 096 -59.939    -57.843     -2.096
060 097 -55.829    -54.152     -1.677
060 098 -53.794    -52.475     -1.319
060 099 -49.514    -48.290     -1.224
060 100 -46.872    -46.512     -0.360
060 101 -42.009    -41.722     -0.286
060 102 -39.208    -39.914      0.706
060 103 -34.180    -35.102      0.922
060 104 -30.850    -33.517      2.667
060 105 -25.290    -28.948      3.658
060 106 -21.893    -26.857      4.964
060 107 -16.278    -22.040      5.762
060 108 -12.213    -19.959      7.746
060 109  -6.393    -14.066      7.673
060 110  -2.383     -9.476      7.092
060 111   3.647     -0.063      3.710
060 112   7.877      4.125      3.752
060 113  13.894     11.557      2.336
060 114  18.685     15.811      2.875
060 115  25.231     22.692      2.539
060 116  29.877     27.189      2.687
060 117  36.103     33.137      2.966
060 118  41.715     39.719      1.996
060 119  48.659     45.633      3.025
060 120  53.262     51.839      1.423
060 121  59.899     57.771      2.128
060 122  64.852     63.325      1.526
060 123  71.564     69.797      1.768
060 124  76.455     75.314      1.141
060 125  82.591     82.587      0.004
060 126  87.989     87.967      0.022
061 068 -54.277    -57.431      3.153
061 069 -56.145    -57.784      1.639
061 070 -60.759    -61.752      0.993
061 071 -62.318    -62.581      0.264
061 072 -66.212    -66.128     -0.085
061 073 -67.276    -67.257     -0.019
061 074 -71.090    -70.657     -0.433
061 075 -71.886    -72.657      0.771
061 076 -74.905    -75.449      0.544
061 077 -75.524    -77.448      1.924
061 078 -77.791    -79.833      2.042
061 079 -78.108    -81.465      3.357
061 080 -80.524    -83.123      2.598
061 081 -81.434    -84.013      2.579
061 082 -83.354    -85.031      1.676
061 083 -81.332    -83.443      2.110
061 084 -81.356    -81.986      0.630
061 085 -78.843    -80.009      1.167
061 086 -79.019    -78.649     -0.370
061 087 -76.534    -76.478     -0.056
061 088 -76.624    -75.073     -1.550
061 089 -74.095    -72.721     -1.374
061 090 -73.842    -71.271     -2.571
061 091 -71.042    -68.688     -2.354
061 092 -70.593    -67.365     -3.228
061 093 -67.704    -64.454     -3.250
061 094 -66.605    -63.307     -3.297
061 095 -63.099    -60.013     -3.086
061 096 -61.850    -59.357     -2.493
061 097 -58.134    -55.529     -2.605
061 098 -56.340    -54.772     -1.567
061 099 -52.385    -50.567     -1.818
061 100 -50.041    -49.748     -0.293
061 101 -45.605    -45.538     -0.067
061 102 -43.132    -44.224      1.092
061 103 -38.322    -39.526      1.204
061 104 -35.243    -38.336      3.093
061 105 -29.912    -33.970      4.058
061 106 -26.740    -32.000      5.260
061 107 -21.314    -27.606      6.292
061 108 -17.619    -25.151      7.531
061 109 -12.158    -20.388      8.230
061 110  -8.247    -18.244      9.997
061 111  -2.415    -12.847     10.432
061 112   1.689     -8.845     10.534
061 113   7.540      0.159      7.381
061 114  12.008      3.960      8.049
061 115  18.510     11.456      7.053
061 116  23.096     15.475      7.621
061 117  29.514     22.620      6.894
061 118  34.404     27.414      6.989
061 119  40.803     33.554      7.248
061 120  45.394     40.146      5.248
061 121  51.702     46.057      5.645
061 122  56.445     52.619      3.826
061 123  63.233     58.273      4.960
061 124  67.787     64.513      3.274
061 125  73.589     70.314      3.275
061 126  78.774     77.645      1.130
062 064 -30.281    -38.017      7.736
062 065 -34.010    -42.402      8.392
062 066 -40.052    -46.665      6.613
062 067 -43.013    -49.377      6.364
062 068 -48.466    -53.394      4.928
062 069 -50.689    -55.217      4.528
062 070 -55.702    -58.997      3.295
062 071 -57.578    -60.386      2.808
062 072 -61.702    -63.961      2.259
062 073 -63.034    -65.107      2.073
062 074 -67.089    -68.872      1.783
062 075 -68.051    -70.856      2.805
062 076 -71.661    -74.735      3.074
062 077 -72.555    -76.421      3.866
062 078 -75.326    -79.921      4.594
062 079 -75.804    -80.631      4.826
062 080 -78.392    -83.628      5.236
062 081 -79.582    -83.658      4.077
062 082 -81.872    -86.246      4.374
062 083 -80.016    -83.557      3.541
062 084 -80.438    -83.469      3.031
062 085 -78.274    -80.358      2.084
062 086 -78.723    -80.223      1.500
