Z  N   AME2020   Prediction   Difference
021 030 -43.347    -43.587      0.240
021 031 -40.083    -39.836     -0.247
021 032 -38.427    -38.357     -0.070
021 033 -33.955    -33.784     -0.171
021 034 -31.390    -31.584      0.193
021 035 -25.716    -25.686     -0.030
021 036 -22.623    -22.497     -0.127
021 037 -16.150    -16.325      0.175
021 038 -12.769    -12.510     -0.259
021 039  -5.967     -5.955     -0.012
021 040  -1.779     -1.704     -0.075
021 041   6.086      5.851      0.235
021 042  10.384     10.418     -0.034
021 043  18.428     18.327      0.101
021 044  23.555     23.794     -0.239
022 016  10.910     10.931     -0.021
022 017   2.155      1.895      0.259
022 018  -8.995     -9.259      0.264
022 019 -15.914    -16.361      0.448
022 020 -24.284    -24.628      0.344
022 021 -30.555    -30.482     -0.072
022 022 -38.803    -39.221      0.418
022 023 -39.659    -39.700      0.041
022 024 -45.775    -45.640     -0.135
022 025 -44.615    -44.943      0.329
022 026 -49.701    -49.427     -0.274
022 027 -48.833    -48.845      0.012
022 028 -51.432    -51.421     -0.010
022 029 -49.691    -49.178     -0.514
022 030 -49.843    -49.793     -0.049
022 031 -46.669    -46.549     -0.119
022 032 -46.274    -46.264     -0.009
022 033 -41.833    -41.682     -0.151
022 034 -40.676    -40.313     -0.364
022 035 -35.014    -35.141      0.127
022 036 -33.005    -32.902     -0.104
022 037 -27.266    -26.990     -0.276
022 038 -24.305    -24.031     -0.274
022 039 -17.716    -17.789      0.073
022 040 -14.520    -14.197     -0.322
022 041  -7.042     -7.241      0.199
022 042  -3.677     -3.424     -0.253
022 043   3.797      3.506      0.291
022 044   8.275      8.095      0.180
023 020 -18.234    -18.367      0.133
023 021 -24.264    -24.307      0.043
023 022 -32.944    -32.749     -0.195
023 023 -36.386    -36.928      0.541
023 024 -42.763    -42.844      0.081
023 025 -43.709    -44.039      0.329
023 026 -47.993    -48.132      0.139
023 027 -48.632    -48.823      0.191
023 028 -51.640    -51.728      0.087
023 029 -51.135    -50.972     -0.164
023 030 -51.744    -51.545     -0.199
023 031 -49.453    -49.655      0.202
023 032 -49.282    -49.359      0.077
023 033 -46.054    -46.107      0.053
023 034 -44.909    -44.931      0.022
023 035 -40.440    -40.461      0.021
023 036 -38.553    -38.726      0.173
023 037 -33.769    -34.143      0.375
023 038 -31.320    -31.312     -0.008
023 039 -25.791    -25.883      0.092
023 040 -22.847    -22.750     -0.097
023 041 -17.293    -17.462      0.170
023 042 -13.590    -13.558     -0.032
023 043  -7.219     -7.276      0.057
023 044  -3.187     -3.239      0.052
023 045   3.752      3.746      0.006
023 046   8.537      8.461      0.076
023 047  15.721     15.570      0.151
023 048  21.523     21.242      0.281
023 049  29.024     29.154     -0.130
023 050  35.493     35.872     -0.379
023 051  43.413     43.587     -0.174
023 052  50.100     50.365     -0.265
024 017  19.021     19.116     -0.095
024 018   5.460      5.473     -0.013
024 019  -2.767     -2.909      0.142
024 020 -14.124    -14.017     -0.107
024 021 -20.195    -20.460      0.265
024 022 -30.859    -31.204      0.345
024 023 -34.845    -35.240      0.396
024 024 -44.092    -44.507      0.415
024 025 -45.235    -45.409      0.174
024 026 -51.369    -51.422      0.054
024 027 -51.729    -52.158      0.429
024 028 -55.819    -55.992      0.173
024 029 -55.568    -55.186     -0.382
024 030 -57.148    -57.059     -0.089
024 031 -55.140    -55.259      0.119
024 032 -56.225    -56.245      0.020
024 033 -53.488    -53.538      0.050
024 034 -53.265    -53.205     -0.060
024 035 -49.230    -49.355      0.125
024 036 -48.327    -48.236     -0.091
024 037 -43.765    -43.817      0.052
024 038 -42.024    -41.857     -0.167
024 039 -37.014    -37.084      0.070
024 040 -34.845    -34.605     -0.240
024 041 -29.267    -29.278      0.011
024 042 -26.467    -26.592      0.125
024 043 -20.525    -20.502     -0.023
024 044 -17.192    -17.459      0.267
024 045 -10.497    -10.532      0.036
024 046  -6.738     -6.511     -0.227
024 047   0.482      0.581     -0.099
024 048   5.063      5.394     -0.330
024 049  12.317     12.663     -0.346
024 050  18.045     17.976      0.069
025 023 -28.366    -28.582      0.216
025 024 -37.570    -37.690      0.119
025 025 -42.065    -41.853     -0.212
025 026 -48.208    -48.062     -0.146
025 027 -50.085    -50.322      0.237
025 028 -54.077    -54.237      0.160
025 029 -54.634    -54.710      0.076
025 030 -56.983    -56.825     -0.158
025 031 -55.895    -55.948      0.052
025 032 -57.185    -57.078     -0.107
025 033 -55.319    -55.442      0.123
025 034 -55.664    -55.624     -0.041
025 035 -52.668    -52.994      0.326
025 036 -52.435    -52.239     -0.197
025 037 -48.934    -48.931     -0.002
025 038 -47.873    -47.736     -0.137
025 039 -43.794    -43.879      0.085
025 040 -42.144    -41.660     -0.484
025 041 -37.740    -37.481     -0.259
025 042 -35.189    -35.122     -0.067
025 043 -29.811    -29.891      0.079
025 044 -27.080    -27.027     -0.053
025 045 -21.299    -21.180     -0.119
025 046 -18.460    -18.298     -0.161
025 047 -11.644    -11.589     -0.055
025 048  -7.264     -7.283      0.019
025 049  -0.550     -0.555      0.004
025 050   4.754      4.418      0.336
025 051  11.769     12.105     -0.336
025 052  17.568     18.000     -0.432
025 053  25.636     26.289     -0.653
025 054  31.976     32.541     -0.565
026 019  13.296     13.757     -0.461
026 020   0.563      0.469      0.095
026 021  -7.411     -7.198     -0.214
026 022 -19.075    -18.995     -0.080
026 023 -24.403    -24.522      0.120
026 024 -35.350    -35.547      0.197
026 025 -39.863    -40.137      0.274
026 026 -48.683    -48.472     -0.212
026 027 -50.918    -51.002      0.085
026 028 -56.357    -56.307     -0.051
026 029 -57.146    -56.730     -0.416
026 030 -60.332    -60.242     -0.090
026 031 -59.448    -59.535      0.087
026 032 -61.865    -62.069      0.204
026 033 -60.433    -60.397     -0.036
026 034 -61.691    -61.440     -0.251
026 035 -59.030    -58.934     -0.096
026 036 -59.515    -59.462     -0.053
026 037 -56.194    -56.108     -0.085
026 038 -55.622    -55.428     -0.194
026 039 -51.833    -51.716     -0.117
026 040 -50.590    -51.027      0.437
026 041 -47.095    -46.963     -0.131
026 042 -45.291    -45.196     -0.095
026 043 -40.516    -40.312     -0.204
026 044 -38.358    -38.270     -0.087
026 045 -32.910    -33.023      0.113
026 046 -30.251    -30.130     -0.121
026 047 -23.990    -24.241      0.251
026 048 -20.776    -20.936      0.159
026 049 -14.506    -14.513      0.007
026 050  -9.760    -10.013      0.253
026 051  -2.733     -2.626     -0.107
026 052   2.637      2.681     -0.043
026 053  10.468     10.577     -0.109
026 054  16.282     16.605     -0.323
027 025 -33.183    -33.194      0.011
027 026 -42.895    -42.711     -0.183
027 027 -46.788    -47.310      0.522
027 028 -53.103    -53.232      0.128
027 029 -55.010    -55.008     -0.003
027 030 -58.317    -58.339      0.022
027 031 -58.504    -58.879      0.375
027 032 -61.473    -61.531      0.058
027 033 -60.667    -60.551     -0.116
027 034 -62.518    -62.473     -0.045
027 035 -60.490    -60.770      0.280
027 036 -61.817    -62.262      0.446
027 037 -59.553    -59.855      0.301
027 038 -59.431    -59.632      0.201
027 039 -56.400    -56.337     -0.063
027 040 -55.931    -56.040      0.109
027 041 -52.619    -52.491     -0.129
027 042 -51.558    -51.705      0.148
027 043 -47.301    -47.488      0.187
027 044 -46.013    -46.045      0.032
027 045 -41.264    -41.436      0.172
027 046 -39.317    -39.287     -0.029
027 047 -33.966    -34.353      0.387
027 048 -31.373    -31.544      0.171
027 049 -25.823    -26.011      0.188
027 050 -22.012    -22.213      0.201
027 051 -14.987    -14.798     -0.189
027 052 -10.123     -9.990     -0.133
027 053  -2.610     -2.553     -0.057
027 054   2.835      3.062     -0.227
027 055  10.806     10.709      0.097
027 056  16.768     16.728      0.040
028 020  18.156     18.529     -0.373
028 021   9.051      9.299     -0.248
028 022  -3.832     -3.889      0.057
028 023 -10.567    -10.266     -0.301
028 024 -22.700    -22.678     -0.021
028 025 -28.717    -28.572     -0.145
028 026 -38.942    -38.966      0.024
028 027 -44.419    -44.529      0.111
028 028 -52.658    -52.694      0.037
028 029 -55.491    -55.237     -0.254
028 030 -59.769    -59.983      0.215
028 031 -60.060    -60.277      0.217
028 032 -63.545    -63.894      0.349
028 033 -63.414    -63.140     -0.274
028 034 -66.073    -66.026     -0.047
028 035 -64.793    -64.770     -0.023
028 036 -66.974    -66.988      0.013
028 037 -64.813    -64.835      0.022
028 038 -66.076    -66.219      0.143
028 039 -63.319    -62.944     -0.375
028 040 -63.497    -63.439     -0.058
028 041 -60.032    -59.740     -0.292
028 042 -59.766    -59.538     -0.228
028 043 -55.730    -55.522     -0.208
028 044 -55.215    -55.014     -0.202
028 045 -50.572    -50.374     -0.198
028 046 -49.546    -49.431     -0.115
028 047 -44.335    -44.386      0.051
028 048 -42.775    -42.675     -0.099
028 049 -37.705    -37.524     -0.181
028 050 -34.497    -34.612      0.115
028 051 -28.460    -28.030     -0.431
028 052 -23.646    -23.471     -0.176
028 053 -16.452    -16.362     -0.090
028 054 -11.373    -11.342     -0.031
028 055  -3.537     -3.312     -0.225
028 056   1.856      2.000     -0.144
028 057   9.893     10.069     -0.176
028 058  15.865     15.807      0.058
029 027 -37.450    -37.354     -0.096
029 028 -46.460    -46.611      0.151
029 029 -50.870    -50.688     -0.182
029 030 -56.070    -55.815     -0.255
029 031 -57.287    -57.622      0.334
029 032 -61.216    -61.346      0.130
029 033 -61.757    -61.826      0.070
029 034 -65.088    -65.343      0.255
029 035 -64.397    -64.692      0.295
029 036 -67.231    -67.139     -0.092
029 037 -65.641    -65.867      0.227
029 038 -67.625    -67.593     -0.032
029 039 -65.563    -65.385     -0.178
029 040 -66.200    -66.200      0.000
029 041 -63.243    -63.156     -0.087
029 042 -63.927    -63.880     -0.047
029 043 -60.251    -60.131     -0.120
029 044 -60.118    -60.147      0.029
029 045 -56.390    -56.370     -0.019
029 046 -55.583    -55.649      0.066
029 047 -51.229    -51.353      0.125
029 048 -49.971    -50.067      0.096
029 049 -45.460    -45.415     -0.045
029 050 -43.120    -43.362      0.242
029 051 -37.448    -37.149     -0.299
029 052 -32.941    -32.789     -0.152
029 053 -26.194    -26.068     -0.126
029 054 -21.315    -21.355      0.040
029 055 -13.801    -13.960      0.159
029 056  -8.898     -8.871     -0.027
029 057  -1.242     -0.995     -0.247
029 058   4.279      4.330     -0.051
029 059  12.265     12.410     -0.145
029 060  18.087     18.045      0.042
030 024  -6.659     -6.935      0.276
030 025 -13.975    -14.141      0.166
030 026 -25.269    -25.474      0.205
030 027 -31.600    -31.917      0.317
030 028 -41.779    -42.054      0.275
030 029 -47.120    -46.750     -0.370
030 030 -54.144    -53.727     -0.417
030 031 -56.342    -56.385      0.043
030 032 -61.048    -61.272      0.224
030 033 -61.799    -61.947      0.148
030 034 -65.678    -65.753      0.075
030 035 -65.358    -65.330     -0.027
030 036 -68.847    -68.730     -0.117
030 037 -67.681    -67.486     -0.195
030 038 -70.494    -70.579      0.085
030 039 -68.624    -68.647      0.023
030 040 -70.204    -70.298      0.094
030 041 -67.553    -67.719      0.166
030 042 -68.672    -68.706      0.033
030 043 -66.058    -65.834     -0.224
030 044 -66.355    -66.213     -0.142
030 045 -62.965    -62.754     -0.211
030 046 -62.837    -62.748     -0.088
030 047 -58.676    -58.760      0.084
030 048 -57.851    -57.619     -0.232
030 049 -53.395    -53.449      0.054
030 050 -51.613    -51.826      0.213
030 051 -46.385    -46.291     -0.094
030 052 -42.615    -42.504     -0.111
030 053 -36.142    -36.012     -0.130
030 054 -31.893    -31.771     -0.121
030 055 -25.112    -24.966     -0.146
030 056 -20.558    -20.292     -0.266
030 057 -13.120    -13.011     -0.108
030 058  -8.200     -8.015     -0.185
030 059  -0.477     -0.268     -0.209
030 060   4.860      4.703      0.158
030 061  12.923     13.036     -0.113
030 062  18.552     18.469      0.084
031 030 -46.935    -47.089      0.154
031 031 -50.425    -50.804      0.379
031 032 -56.352    -56.614      0.261
031 033 -57.994    -58.241      0.247
031 034 -62.416    -62.451      0.035
031 035 -62.698    -63.019      0.321
031 036 -66.824    -66.883      0.059
031 037 -66.590    -66.855      0.264
031 038 -69.520    -69.862      0.342
031 039 -68.637    -68.723      0.086
031 040 -70.755    -70.848      0.094
031 041 -69.008    -68.844     -0.165
031 042 -70.521    -70.522      0.001
031 043 -68.486    -68.364     -0.122
031 044 -69.071    -69.240      0.169
031 045 -66.446    -66.687      0.242
031 046 -66.704    -66.870      0.166
031 047 -63.420    -63.603      0.184
031 048 -62.780    -62.693     -0.086
031 049 -59.074    -59.383      0.310
031 050 -57.432    -57.854      0.422
031 051 -53.017    -52.777     -0.239
031 052 -49.524    -49.506     -0.018
031 053 -43.898    -43.867     -0.031
031 054 -40.047    -40.100      0.054
031 055 -33.717    -33.892      0.175
031 056 -29.593    -29.540     -0.054
031 057 -22.758    -22.901      0.144
031 058 -18.207    -18.418      0.212
031 059 -10.967    -11.016      0.049
031 060  -6.090     -6.061     -0.028
031 061   1.403      1.294      0.108
031 062   6.762      6.756      0.006
031 063  14.668     14.787     -0.119
031 064  20.232     20.246     -0.014
032 026  -8.783     -8.919      0.136
032 027 -16.282    -16.742      0.460
032 028 -27.275    -27.286      0.012
032 029 -34.038    -33.742     -0.296
032 030 -42.568    -42.479     -0.089
032 031 -47.017    -47.308      0.290
032 032 -54.105    -54.247      0.142
032 033 -56.802    -56.819      0.016
032 034 -61.911    -61.778     -0.133
032 035 -62.404    -62.767      0.363
032 036 -67.061    -67.350      0.289
032 037 -67.403    -67.431      0.028
032 038 -71.042    -71.038     -0.004
032 039 -70.515    -70.417     -0.098
032 040 -73.363    -73.207     -0.157
032 041 -72.262    -71.865     -0.397
032 042 -74.115    -74.181      0.067
032 043 -72.840    -72.637     -0.203
032 044 -73.999    -74.130      0.131
032 045 -71.748    -71.810      0.062
032 046 -72.691    -72.626     -0.065
032 047 -69.523    -69.648      0.125
032 048 -69.710    -69.734      0.023
032 049 -66.246    -66.609      0.363
032 050 -65.234    -65.414      0.179
032 051 -60.993    -60.902     -0.091
032 052 -58.137    -57.991     -0.146
032 053 -52.845    -52.740     -0.105
032 054 -49.763    -49.717     -0.046
032 055 -43.798    -43.673     -0.125
032 056 -40.001    -39.976     -0.025
032 057 -33.489    -33.607      0.118
032 058 -29.437    -29.472      0.035
032 059 -22.684    -22.801      0.117
032 060 -18.134    -18.380      0.246
032 061 -10.981    -11.077      0.096
032 062  -6.164     -6.166      0.002
032 063   1.378      1.365      0.014
032 064   6.486      6.598     -0.112
032 065  14.483     14.549     -0.066
032 066  19.869     19.886     -0.017
032 067  27.969     27.993     -0.024
032 068  33.716     33.773     -0.057
032 069  41.850     42.116     -0.266
032 070  48.022     48.261     -0.238
033 032 -47.190    -47.473      0.283
033 033 -51.146    -50.842     -0.304
033 034 -57.102    -57.171      0.069
033 035 -58.678    -58.849      0.171
033 036 -63.679    -63.615     -0.065
033 037 -64.485    -64.614      0.129
033 038 -68.546    -68.614      0.068
033 039 -68.685    -68.815      0.131
033 040 -71.933    -71.832     -0.101
033 041 -71.248    -71.213     -0.035
033 042 -73.841    -73.874      0.033
033 043 -73.029    -72.723     -0.306
033 044 -74.816    -74.687     -0.130
033 045 -73.214    -72.959     -0.255
033 046 -74.647    -74.265     -0.382
033 047 -72.309    -72.190     -0.119
033 048 -72.854    -72.917      0.063
033 049 -69.927    -70.018      0.091
033 050 -69.346    -69.440      0.093
033 051 -65.745    -65.540     -0.205
033 052 -63.262    -63.301      0.039
033 053 -58.638    -58.434     -0.205
033 054 -55.910    -55.746     -0.164
033 055 -50.443    -50.355     -0.088
033 056 -47.237    -47.356      0.119
033 057 -41.354    -41.471      0.116
033 058 -37.777    -38.069      0.292
033 059 -31.348    -31.502      0.153
033 060 -27.530    -27.523     -0.007
033 061 -20.880    -20.770     -0.110
033 062 -16.453    -16.159     -0.294
033 063  -9.459     -9.461      0.002
033 064  -4.597     -4.484     -0.113
033 065   2.698      2.563      0.135
033 066   7.848      7.875     -0.027
033 067  15.625     15.611      0.015
033 068  21.006     20.940      0.067
033 069  28.950     28.966     -0.016
033 070  34.564     34.988     -0.424
033 071  42.686     42.669      0.017
033 072  48.628     48.787     -0.159
034 028  -9.999    -10.124      0.125
034 029 -17.877    -17.818     -0.059
034 030 -27.381    -27.435      0.054
034 031 -33.313    -33.760      0.447
034 032 -42.150    -42.550      0.400
034 033 -47.104    -47.111      0.007
034 034 -54.369    -54.191     -0.178
034 035 -56.817    -56.848      0.031
034 036 -62.572    -62.432     -0.141
034 037 -63.862    -63.763     -0.099
034 038 -68.380    -68.584      0.204
034 039 -68.962    -69.208      0.246
034 040 -72.875    -72.936      0.061
034 041 -72.552    -72.573      0.021
034 042 -75.806    -75.979      0.172
034 043 -75.520    -75.410     -0.110
034 044 -77.891    -77.711     -0.180
034 045 -76.612    -76.622      0.010
034 046 -78.630    -78.393     -0.237
034 047 -76.532    -76.661      0.129
034 048 -77.753    -77.692     -0.061
034 049 -75.251    -75.448      0.197
034 050 -75.490    -75.506      0.016
034 051 -72.242    -72.291      0.049
034 052 -70.296    -70.301      0.006
034 053 -65.858    -65.928      0.070
034 054 -63.690    -63.742      0.052
034 055 -58.555    -58.629      0.074
034 056 -55.762    -55.760     -0.002
034 057 -50.251    -50.526      0.275
034 058 -47.026    -46.806     -0.220
034 059 -41.052    -40.942     -0.110
034 060 -37.699    -37.724      0.024
034 061 -31.532    -31.393     -0.138
034 062 -27.441    -27.546      0.105
034 063 -20.827    -20.950      0.124
034 064 -16.415    -16.321     -0.094
034 065  -9.427     -9.228     -0.199
034 066  -4.673     -4.324     -0.349
034 067   2.596      2.771     -0.174
034 068   7.741      8.087     -0.346
034 069  15.338     15.375     -0.037
034 070  20.571     20.669     -0.098
034 071  28.504     28.604     -0.100
034 072  33.975     34.187     -0.212
034 073  41.865     42.237     -0.372
034 074  48.118     48.230     -0.112
035 035 -50.683    -50.607     -0.077
035 036 -57.292    -57.275     -0.017
035 037 -59.279    -59.538      0.259
035 038 -64.357    -64.599      0.242
035 039 -65.617    -65.723      0.106
035 040 -69.847    -69.765     -0.082
035 041 -70.117    -70.314      0.197
035 042 -73.980    -73.671     -0.309
035 043 -73.592    -73.892      0.299
035 044 -76.453    -76.861      0.408
035 045 -76.122    -76.503      0.381
035 046 -78.941    -78.706     -0.235
035 047 -77.338    -77.330     -0.008
035 048 -79.231    -79.063     -0.168
035 049 -77.477    -77.498      0.021
035 050 -78.095    -78.146      0.051
035 051 -75.468    -75.324     -0.143
035 052 -73.895    -73.799     -0.096
035 053 -69.823    -69.765     -0.057
035 054 -68.038    -67.996     -0.043
035 055 -63.263    -63.183     -0.080
035 056 -60.860    -61.108      0.248
035 057 -55.901    -55.706     -0.195
035 058 -53.179    -53.142     -0.037
035 059 -47.784    -47.643     -0.141
035 060 -44.870    -44.876      0.006
035 061 -39.113    -39.041     -0.072
