Z  N   AME2020   Prediction   Difference
022 016  10.950     11.021     -0.071
022 017   2.030      2.179     -0.149
022 018  -9.030     -9.661      0.631
022 019 -15.950    -16.212      0.262
022 020 -24.230    -24.900      0.670
022 021 -30.550    -30.275     -0.275
022 022 -38.660    -39.131      0.471
022 023 -39.700    -39.657     -0.043
022 024 -45.810    -45.383     -0.427
022 025 -44.660    -44.815      0.155
022 026 -49.660    -49.466     -0.194
022 027 -48.810    -48.821      0.011
022 028 -51.430    -51.352     -0.078
022 029 -49.680    -49.375     -0.305
022 030 -49.740    -49.701     -0.039
022 031 -46.670    -46.894      0.224
022 032 -46.300    -46.173     -0.127
022 033 -41.860    -41.994      0.134
022 034 -40.670    -40.846      0.176
022 035 -34.950    -35.501      0.551
022 036 -33.040    -33.109      0.069
022 037 -27.290    -27.198     -0.092
022 038 -24.360    -24.277     -0.083
022 039 -17.690    -17.790      0.100
022 040 -14.510    -14.202     -0.308
022 041  -7.010     -7.142      0.132
022 042  -3.230     -3.302      0.072
022 043   4.200      4.087      0.113
022 044   8.450      8.301      0.149
022 045  16.700     16.565      0.135
022 046  21.260     21.402     -0.142
022 047  29.310     29.266      0.044
022 048  35.130     35.030      0.100
022 049  43.590     43.516      0.074
022 050  50.020     49.845      0.175
022 051  58.310     58.666     -0.356
022 052  65.410     65.485     -0.075
022 053  74.480     74.843     -0.363
022 054  81.880     81.643      0.237
022 055  91.110     91.424     -0.314
022 056  98.370     98.367      0.003
022 057 107.800    108.299     -0.499
022 058 115.860    116.145     -0.285
022 059 126.570    126.410      0.160
022 060 135.020    134.800      0.220
023 013  65.930     65.576      0.354
023 014  49.740     49.739      0.001
023 015  39.670     39.478      0.192
023 016  22.590     22.389      0.201
023 017  12.340     11.580      0.760
023 018   0.340      0.472     -0.132
023 019  -7.920     -7.828     -0.092
023 020 -18.220    -18.000     -0.220
023 021 -24.090    -24.177      0.087
023 022 -32.890    -33.153      0.263
023 023 -36.340    -36.590      0.250
023 024 -42.680    -42.721      0.041
023 025 -43.710    -43.479     -0.231
023 026 -47.940    -48.271      0.331
023 027 -48.580    -48.711      0.131
023 028 -51.570    -51.617      0.047
023 029 -51.060    -50.853     -0.207
023 030 -51.710    -51.585     -0.125
023 031 -49.370    -49.424      0.054
023 032 -49.230    -49.427      0.197
023 033 -46.030    -46.224      0.194
023 034 -44.840    -44.921      0.081
023 035 -40.380    -40.922      0.542
023 036 -38.480    -38.749      0.269
023 037 -33.740    -34.039      0.299
023 038 -31.140    -31.177      0.037
023 039 -25.580    -25.448     -0.132
023 040 -22.520    -22.599      0.079
023 041 -16.330    -16.729      0.399
023 042 -13.460    -13.606      0.146
023 043  -7.120     -7.193      0.073
023 044  -3.070     -3.004     -0.066
023 045   3.920      3.931     -0.011
023 046   8.680      8.586      0.094
023 047  15.810     15.406      0.404
023 048  21.610     21.396      0.214
023 049  29.160     28.943      0.217
023 050  35.750     35.647      0.103
023 051  43.530     43.382      0.148
023 052  50.270     50.313     -0.043
023 053  58.800     58.747      0.053
023 054  65.680     65.986     -0.306
023 055  74.530     74.512      0.018
023 056  82.040     82.083     -0.043
023 057  91.140     91.425     -0.285
023 058  99.110     99.198     -0.088
023 059 108.300    108.624     -0.324
023 060 116.440    116.895     -0.455
023 061 126.070    125.978      0.092
024 014  57.750     57.670      0.080
024 015  44.610     44.576      0.034
024 016  29.970     29.998     -0.028
024 017  19.120     18.919      0.201
024 018   5.490      5.387      0.103
024 019  -2.870     -2.889      0.019
024 020 -14.180    -13.936     -0.244
024 021 -20.230    -20.383      0.153
024 022 -30.880    -30.533     -0.347
024 023 -34.870    -35.186      0.316
024 024 -44.050    -44.002     -0.048
024 025 -45.230    -45.226     -0.004
024 026 -51.380    -51.260     -0.120
024 027 -51.740    -51.832      0.092
024 028 -55.790    -56.015      0.225
024 029 -55.540    -55.223     -0.317
024 030 -57.110    -57.016     -0.094
024 031 -55.140    -55.351      0.211
024 032 -56.190    -56.116     -0.074
024 033 -53.480    -53.464     -0.016
024 034 -53.270    -53.199     -0.071
024 035 -49.230    -49.165     -0.065
024 036 -48.230    -48.347      0.117
024 037 -43.720    -43.623     -0.097
024 038 -41.970    -42.032      0.062
024 039 -37.000    -37.124      0.124
024 040 -34.790    -34.543     -0.247
024 041 -29.280    -29.189     -0.091
024 042 -26.450    -26.421     -0.029
024 043 -20.540    -20.439     -0.101
024 044 -17.110    -17.284      0.174
024 045 -10.370    -10.253     -0.117
024 046  -6.670     -6.662     -0.008
024 047   0.610      0.640     -0.030
024 048   5.170      5.183     -0.013
024 049  12.470     12.322      0.148
024 050  18.330     18.150      0.180
024 051  26.210     26.161      0.049
024 052  32.300     32.561     -0.261
024 053  40.820     40.700      0.120
024 054  47.340     47.268      0.072
024 055  56.050     56.083     -0.033
024 056  63.260     63.129      0.131
024 057  72.150     72.258     -0.108
024 058  79.810     80.027     -0.217
024 059  89.100     89.343     -0.243
024 060  97.410     97.348      0.062
024 061 106.020    106.308     -0.288
024 062 114.540    114.613     -0.073
025 015  56.790     57.188     -0.398
025 016  42.660     42.581      0.079
025 017  30.610     30.545      0.065
025 018  17.360     17.586     -0.226
025 019   6.600      6.550      0.050
025 020  -4.460     -4.471      0.011
025 021 -12.600    -12.693      0.093
025 022 -22.350    -22.601      0.251
025 023 -28.370    -28.295     -0.075
025 024 -37.510    -37.647      0.137
025 025 -42.010    -41.606     -0.404
025 026 -48.150    -48.058     -0.092
025 027 -50.060    -50.112      0.052
025 028 -54.050    -54.433      0.383
025 029 -54.580    -54.606      0.026
025 030 -56.920    -56.754     -0.166
025 031 -55.870    -55.763     -0.107
025 032 -57.130    -56.968     -0.162
025 033 -55.280    -55.124     -0.156
025 034 -55.600    -55.774      0.174
025 035 -52.660    -52.791      0.131
025 036 -52.380    -52.381      0.001
025 037 -48.760    -48.608     -0.152
025 038 -47.780    -47.604     -0.176
025 039 -43.730    -43.395     -0.335
025 040 -42.060    -41.602     -0.458
025 041 -37.680    -37.223     -0.457
025 042 -35.120    -34.937     -0.183
025 043 -29.650    -29.714      0.064
025 044 -26.970    -27.097      0.127
025 045 -21.220    -21.196     -0.024
025 046 -17.740    -17.697     -0.043
025 047 -11.430    -11.542      0.112
025 048  -7.130     -7.114     -0.016
025 049  -0.380     -0.497      0.117
025 050   4.910      4.788      0.122
025 051  11.880     11.816      0.064
025 052  17.690     17.831     -0.141
025 053  25.790     26.006     -0.216
025 054  32.780     32.825     -0.045
025 055  41.090     41.246     -0.156
025 056  48.150     48.137      0.013
025 057  56.910     57.048     -0.138
025 058  64.310     64.382     -0.072
025 059  73.270     73.444     -0.174
025 060  81.160     81.104      0.056
025 061  90.300     90.190      0.110
025 062  98.270     98.378     -0.108
025 063 106.950    107.137     -0.187
026 016  51.810     51.783      0.027
026 017  38.890     39.054     -0.164
026 018  24.520     24.757     -0.237
026 019  13.650     13.683     -0.033
026 020   0.610      0.785     -0.175
026 021  -7.430     -7.126     -0.304
026 022 -19.160    -18.622     -0.538
026 023 -24.450    -24.544      0.094
026 024 -35.380    -35.420      0.040
026 025 -39.840    -39.519     -0.321
026 026 -48.660    -48.425     -0.235
026 027 -50.940    -50.836     -0.104
026 028 -56.390    -56.671      0.281
026 029 -57.160    -56.937     -0.223
026 030 -60.290    -60.204     -0.086
026 031 -59.500    -59.642      0.142
026 032 -61.860    -61.758     -0.102
026 033 -60.430    -60.336     -0.094
026 034 -61.660    -61.709      0.049
026 035 -59.040    -59.090      0.050
026 036 -59.500    -59.562      0.062
026 037 -56.220    -56.350      0.130
026 038 -55.580    -55.697      0.117
026 039 -51.800    -51.986      0.186
026 040 -50.540    -50.578      0.038
026 041 -47.070    -46.586     -0.484
026 042 -45.240    -45.192     -0.048
026 043 -40.500    -40.503      0.003
026 044 -38.320    -38.289     -0.031
026 045 -32.900    -33.167      0.267
026 046 -30.220    -30.185     -0.035
026 047 -23.960    -24.031      0.071
026 048 -20.710    -20.622     -0.088
026 049 -14.050    -14.039     -0.011
026 050  -8.330     -8.592      0.262
026 051  -2.540     -2.819      0.279
026 052   2.780      2.868     -0.088
026 053  10.540     10.363      0.177
026 054  16.450     16.439      0.011
026 055  24.940     24.398      0.542
026 056  31.220     30.959      0.261
026 057  39.580     39.542      0.038
026 058  46.630     46.408      0.222
026 059  55.370     55.697     -0.327
026 060  62.460     62.907     -0.447
026 061  71.960     72.002     -0.042
026 062  79.220     79.443     -0.223
026 063  88.990     88.787      0.203
026 064  96.690     96.592      0.098
027 017  51.590     51.472      0.118
027 018  36.650     37.020     -0.370
027 019  25.260     25.130      0.130
027 020  11.440     11.667     -0.227
027 021   1.830      1.740      0.090
027 022  -9.720     -9.670     -0.050
027 023 -16.500    -16.789      0.289
027 024 -27.800    -27.708     -0.092
027 025 -33.330    -33.346      0.016
027 026 -42.960    -42.716     -0.244
027 027 -46.850    -47.232      0.382
027 028 -53.170    -53.151     -0.019
027 029 -55.090    -55.130      0.040
027 030 -58.400    -58.331     -0.069
027 031 -58.620    -58.699      0.079
027 032 -61.560    -61.495     -0.065
027 033 -60.710    -60.701     -0.009
027 034 -62.530    -62.528     -0.002
027 035 -60.540    -60.694      0.154
027 036 -61.830    -61.968      0.138
027 037 -59.580    -59.209     -0.371
027 038 -59.260    -59.443      0.183
027 039 -56.430    -56.658      0.228
027 040 -55.890    -55.874     -0.016
027 041 -52.630    -52.483     -0.147
027 042 -51.530    -51.685      0.155
027 043 -47.310    -47.499      0.189
027 044 -45.980    -46.244      0.264
027 045 -41.260    -41.585      0.325
027 046 -39.270    -39.504      0.234
027 047 -33.960    -34.428      0.468
027 048 -31.340    -31.454      0.114
027 049 -25.750    -25.794      0.044
027 050 -20.360    -20.548      0.188
027 051 -14.790    -14.967      0.177
027 052 -10.030     -9.920     -0.110
027 053  -2.540     -2.689      0.149
027 054   2.930      2.931     -0.001
027 055  10.990     10.923      0.067
027 056  16.910     16.769      0.141
027 057  25.080     24.945      0.135
027 058  31.740     31.907     -0.167
027 059  40.490     40.382      0.108
027 060  47.570     47.498      0.072
027 061  56.200     56.522     -0.322
027 062  63.580     63.584     -0.004
027 063  72.600     72.491      0.109
027 064  80.410     80.245      0.165
027 065  89.130     89.118      0.012
028 018  45.810     46.115     -0.305
028 019  33.980     33.722      0.258
028 020  18.840     18.490      0.350
028 021   8.990      9.031     -0.041
028 022  -3.800     -3.966      0.166
028 023 -10.550    -10.719      0.169
028 024 -22.690    -22.809      0.119
028 025 -28.790    -29.118      0.328
028 026 -38.990    -39.149      0.159
028 027 -44.480    -44.758      0.278
028 028 -52.700    -52.735      0.035
028 029 -55.550    -55.200     -0.350
028 030 -59.830    -59.740     -0.090
028 031 -60.230    -60.056     -0.174
028 032 -63.690    -63.708      0.018
028 033 -63.490    -63.304     -0.186
028 034 -66.060    -66.070      0.010
028 035 -64.830    -64.660     -0.170
028 036 -66.950    -66.741     -0.209
028 037 -64.850    -64.829     -0.021
028 038 -66.080    -65.856     -0.224
028 039 -63.360    -63.638      0.278
028 040 -63.490    -63.355     -0.135
028 041 -60.050    -60.021     -0.029
028 042 -59.740    -59.688     -0.052
028 043 -55.730    -55.613     -0.117
028 044 -55.160    -55.167      0.007
028 045 -50.550    -50.327     -0.223
028 046 -49.550    -49.588      0.038
028 047 -44.310    -44.215     -0.095
028 048 -42.730    -42.966      0.236
028 049 -37.640    -37.430     -0.210
028 050 -34.430    -34.900      0.470
028 051 -28.390    -28.071     -0.319
028 052 -23.580    -23.580      0.000
028 053 -16.450    -16.331     -0.119
028 054 -11.310    -11.422      0.112
028 055  -3.470     -3.332     -0.138
028 056   1.910      1.984     -0.074
028 057  10.200     10.479     -0.279
028 058  15.940     15.919      0.021
028 059  24.460     24.430      0.030
028 060  30.660     30.995     -0.335
028 061  39.930     40.121     -0.191
028 062  46.080     46.282     -0.202
028 063  55.780     55.797     -0.017
028 064  62.120     62.410     -0.290
028 065  73.040     72.814      0.226
028 066  79.100     79.504     -0.404
028 071 121.870    122.165     -0.295
028 072 131.740    131.617      0.123
028 073 139.490    140.015     -0.525
028 074 149.490    149.357      0.133
029 019  45.210     45.329     -0.119
029 020  30.770     30.466      0.304
029 021  19.960     20.238     -0.278
029 022   7.230      7.232     -0.002
029 023  -1.190     -1.275      0.085
029 024 -13.610    -13.666      0.056
