Z  N   AME2020   Prediction   Difference
021 030 -43.250    -43.122     -0.128
021 031 -40.524    -40.205     -0.319
021 032 -38.770    -38.106     -0.664
021 033 -34.438    -33.946     -0.492
021 034 -30.842    -30.856      0.014
021 035 -25.516    -25.610      0.094
021 036 -21.380    -21.273     -0.107
021 037 -15.480    -15.431     -0.049
021 038 -10.830    -11.196      0.366
022 018  -8.993     -9.011      0.018
022 019 -15.698    -15.692     -0.006
022 020 -25.104    -24.966     -0.138
022 021 -29.316    -29.144     -0.172
022 022 -37.549    -37.588      0.039
022 023 -39.010    -39.020      0.010
022 024 -44.128    -42.792     -1.336
022 025 -44.938    -44.318     -0.620
022 026 -48.493    -48.258     -0.235
022 027 -48.564    -48.677      0.113
022 028 -51.432    -51.479      0.047
022 029 -49.733    -49.474     -0.259
022 030 -49.478    -49.688      0.210
022 031 -46.881    -46.799     -0.082
022 032 -45.744    -45.288     -0.456
022 033 -41.832    -41.654     -0.178
022 034 -39.423    -39.548      0.125
022 035 -34.402    -34.732      0.330
022 036 -30.918    -31.431      0.513
022 038 -22.100    -22.434      0.334
023 020 -17.916    -17.731     -0.185
023 021 -23.808    -22.626     -1.182
023 022 -31.886    -32.135      0.249
023 023 -37.076    -37.016     -0.060
023 024 -42.007    -41.833     -0.174
023 025 -44.478    -44.323     -0.155
023 026 -47.962    -47.994      0.032
023 027 -49.223    -49.948      0.725
023 028 -52.203    -52.580      0.377
023 029 -51.443    -51.842      0.399
023 030 -51.852    -51.922      0.070
023 031 -49.898    -50.083      0.185
023 032 -49.125    -49.165      0.040
023 033 -46.183    -46.230      0.047
023 034 -44.435    -44.256     -0.179
023 035 -40.431    -40.451      0.020
023 036 -37.611    -38.097      0.486
023 037 -33.087    -33.374      0.287
023 038 -30.177    -30.079     -0.098
023 039 -25.213    -25.186     -0.027
023 040 -21.740    -21.740      0.000
024 020 -13.422    -12.799     -0.623
024 021 -19.515    -19.425     -0.090
024 022 -29.472    -29.333     -0.139
024 023 -34.563    -34.413     -0.150
024 024 -42.821    -42.772     -0.049
024 025 -45.332    -44.971     -0.361
024 026 -50.261    -50.134     -0.127
024 027 -51.451    -51.809      0.358
024 028 -55.420    -55.932      0.512
024 029 -55.288    -55.040     -0.248
024 030 -56.935    -56.778     -0.157
024 031 -55.110    -54.600     -0.510
024 032 -55.285    -55.127     -0.158
024 033 -52.525    -52.374     -0.151
024 034 -51.992    -51.727     -0.265
024 035 -48.116    -48.091     -0.025
024 036 -46.909    -46.901     -0.008
024 037 -42.497    -42.347     -0.150
024 038 -40.853    -40.679     -0.174
024 039 -36.178    -36.018     -0.160
024 040 -33.640    -33.251     -0.389
025 021 -12.418    -12.401     -0.017
025 022 -22.566    -22.385     -0.181
025 023 -29.297    -29.204     -0.093
025 024 -37.620    -37.646      0.026
025 025 -42.627    -42.433     -0.194
025 026 -48.243    -46.880     -1.363
025 027 -50.711    -49.925     -0.786
025 028 -54.690    -54.653     -0.037
025 029 -55.558    -55.613      0.055
