Z  N   AME2020   Prediction   Difference
013 016 -17.436    -17.324     -0.112
013 017 -14.730    -17.260      2.530
013 018 -14.435    -16.505      2.070
013 019 -10.140    -10.622      0.483
013 020  -8.678     -7.603     -1.075
013 021  -3.097     -2.771     -0.325
013 022  -0.590     -0.411     -0.179
013 023   5.859      6.285     -0.426
013 024   8.957      9.562     -0.604
013 025  16.168     15.560      0.607
013 026  20.403     19.173      1.230
014 008  34.033     30.982      3.051
014 009  22.674     24.119     -1.445
014 010  11.248     16.192     -4.944
014 011   4.721      4.820     -0.099
014 012  -6.527     -8.193      1.666
014 013 -12.196    -12.015     -0.181
014 014 -20.903    -21.567      0.665
014 015 -22.008    -23.079      1.071
014 016 -23.772    -24.001      0.230
014 017 -21.512    -22.423      0.911
014 018 -23.250    -24.917      1.667
014 019 -19.153    -19.384      0.232
014 020 -20.032    -19.258     -0.775
014 021 -14.481    -13.693     -0.788
014 022 -12.944    -11.981     -0.963
014 023  -6.340     -6.268     -0.072
014 024  -4.602     -5.899      1.297
014 025   2.924      1.181      1.743
014 026   4.932      4.131      0.801
014 027  12.551     11.278      1.273
014 028  16.154     17.502     -1.348
014 029  23.530     25.766     -2.236
014 030  29.125     30.547     -1.422
015 012  -0.323    -11.696     11.373
015 013  -6.757    -13.893      7.136
015 014 -16.670    -17.534      0.864
015 015 -21.273    -20.187     -1.086
015 016 -24.639    -23.052     -1.587
015 017 -23.454    -22.513     -0.940
015 018 -25.554    -25.562      0.008
015 019 -23.516    -24.174      0.658
015 020 -24.524    -23.752     -0.772
015 021 -20.210    -21.209      0.999
015 022 -19.712    -20.164      0.452
015 023 -14.255    -15.314      1.059
015 024 -13.488    -13.294     -0.195
015 025  -7.487     -7.965      0.479
015 026  -5.834     -6.772      0.939
015 027   0.348     -0.332      0.679
015 028   4.166      2.884      1.282
015 029  10.767     11.667     -0.900
015 030  15.243     16.386     -1.142
015 031  23.217     23.446     -0.228
015 032  28.673     27.300      1.373
016 010  27.759     -4.126     31.885
016 011  19.243     -3.696     22.939
016 012   4.781     -4.007      8.788
016 013  -2.130     -7.114      4.983
016 014 -13.132    -10.862     -2.270
016 015 -19.457    -16.594     -2.863
016 016 -26.825    -25.444     -1.381
016 017 -25.569    -27.265      1.696
016 018 -29.313    -29.721      0.408
016 019 -27.943    -28.252      0.309
016 020 -30.563    -28.494     -2.069
016 021 -26.629    -26.822      0.193
016 022 -27.373    -24.999     -2.374
016 023 -22.936    -19.782     -3.154
016 024 -23.250    -18.099     -5.151
016 025 -18.455    -12.011     -6.444
016 026 -17.079    -15.208     -1.871
016 027 -11.759    -12.161      0.402
016 028  -8.808     -9.411      0.603
016 029  -3.010     -2.117     -0.893
016 030   0.822      0.287      0.534
016 031   8.364      5.826      2.538
016 032  13.242      7.350      5.892
017 015 -12.498    -13.657      1.159
017 016 -20.046    -19.896     -0.150
017 017 -23.615    -23.107     -0.507
017 018 -28.108    -28.533      0.425
017 019 -28.696    -27.411     -1.285
017 020 -30.401    -29.563     -0.838
017 021 -28.941    -27.380     -1.561
017 022 -29.765    -29.924      0.159
017 023 -27.339    -26.547     -0.792
017 024 -28.145    -27.706     -0.439
017 025 -24.385    -24.767      0.382
017 026 -24.317    -24.239     -0.078
017 027 -20.015    -18.764     -1.251
017 028 -18.060    -16.136     -1.924
017 029 -13.068    -10.525     -2.543
017 030  -9.517     -9.675      0.158
017 031  -3.407     -1.826     -1.582
017 032   1.280      1.023      0.257
017 033   8.642      8.957     -0.315
017 034  13.824     12.021      1.803
018 012  22.296     17.907      4.389
018 013  12.557     10.433      2.124
018 014  -1.100     -0.295     -0.806
018 015  -8.689     -7.314     -1.375
018 016 -17.859    -18.005      0.147
018 017 -21.952    -22.259      0.308
018 018 -30.697    -26.884     -3.813
018 019 -31.583    -27.584     -3.999
018 020 -35.666    -25.528    -10.138
018 021 -33.142    -21.689    -11.454
018 022 -35.796    -24.708    -11.089
018 023 -33.235    -24.922     -8.312
018 024 -35.675    -29.570     -6.105
018 025 -31.466    -28.526     -2.940
018 026 -32.756    -32.051     -0.705
018 027 -29.387    -27.990     -1.396
018 028 -28.716    -29.364      0.648
018 029 -24.443    -23.550     -0.893
018 030 -21.590    -22.113      0.523
018 031 -15.883    -15.511     -0.372
018 032 -12.047    -12.476      0.429
018 033  -5.399     -4.596     -0.803
018 034  -0.822     -0.060     -0.762
018 035   6.707      7.405     -0.697
018 036  12.318     12.364     -0.046
019 017 -14.807    -18.985      4.177
019 018 -25.385    -26.851      1.466
019 019 -27.939    -26.855     -1.083
019 020 -34.407    -30.108     -4.298
019 021 -33.010    -29.922     -3.089
019 022 -36.067    -33.116     -2.951
019 023 -34.914    -33.643     -1.270
019 024 -37.373    -37.378      0.005
019 025 -35.650    -36.466      0.816
019 026 -37.032    -37.931      0.900
019 027 -34.580    -36.101      1.521
019 028 -34.844    -37.486      2.643
019 029 -31.668    -32.008      0.339
019 030 -29.413    -29.495      0.081
019 031 -24.675    -24.098     -0.576
019 032 -21.712    -20.977     -0.735
019 033 -16.003    -14.826     -1.178
019 034 -11.948    -11.850     -0.098
019 035  -5.160     -4.882     -0.278
019 036  -0.573     -1.915      1.342
019 037   7.114      6.058      1.055
019 038  12.135     10.863      1.272
020 014  15.663     14.448      1.215
020 015   5.580      6.899     -1.319
020 016  -5.723     -4.065     -1.658
020 017 -11.594    -11.806      0.213
020 018 -22.731    -21.416     -1.315
020 019 -27.079    -28.644      1.565
020 020 -34.943    -34.387     -0.556
020 021 -35.313    -35.552      0.239
020 022 -39.638    -39.816      0.178
020 023 -38.542    -41.886      3.344
020 024 -42.279    -44.246      1.967
020 025 -40.827    -40.798     -0.029
020 026 -43.166    -41.818     -1.348
020 027 -41.558    -32.673     -8.885
020 028 -43.323    -29.827    -13.496
020 029 -39.594    -30.669     -8.924
020 030 -38.873    -32.720     -6.153
020 031 -33.984    -33.459     -0.524
020 032 -32.625    -30.789     -1.836
020 033 -26.125    -24.950     -1.176
020 034 -22.595    -21.997     -0.598
020 035 -17.038    -15.860     -1.178
020 036 -12.477    -12.115     -0.362
020 037  -5.819     -4.787     -1.032
020 038  -1.318      0.357     -1.675
020 039   5.384      7.334     -1.950
020 040  10.883     11.082     -0.199
020 041  18.227     16.213      2.013
020 042  24.396     19.310      5.086
021 020 -28.813    -33.295      4.482
021 021 -32.289    -34.612      2.322
021 022 -37.657    -38.590      0.932
021 023 -37.946    -38.761      0.815
021 024 -41.650    -40.073     -1.577
021 025 -41.778    -39.491     -2.288
021 026 -44.495    -40.809     -3.686
021 027 -44.041    -39.387     -4.654
021 028 -45.881    -43.006     -2.875
021 029 -44.092    -42.362     -1.730
021 030 -43.194    -43.052     -0.143
021 031 -39.958    -40.446      0.488
021 032 -38.264    -38.781      0.517
021 033 -33.800    -32.835     -0.965
021 034 -31.272    -29.589     -1.683
021 035 -25.706    -23.814     -1.891
021 036 -22.553    -21.226     -1.328
021 037 -16.140    -14.967     -1.173
021 038 -12.672    -12.116     -0.556
021 039  -5.936     -4.609     -1.327
021 040  -1.680      0.780     -2.460
021 041   6.121      8.307     -2.186
021 042  10.488     12.321     -1.833
021 043  18.453     17.188      1.265
021 044  23.664     19.916      3.747
022 016  10.931    -17.756     28.687
022 017   2.156    -20.802     22.958
022 018  -9.038    -24.859     15.820
022 019 -16.031    -20.547      4.516
022 020 -24.457    -23.098     -1.359
022 021 -30.649    -21.119     -9.530
022 022 -38.925    -26.154    -12.771
022 023 -39.859    -17.377    -22.482
022 024 -45.928    -24.462    -21.466
022 025 -44.764    -24.875    -19.889
022 026 -49.788    -34.453    -15.336
022 027 -48.813    -36.054    -12.758
022 028 -51.404    -41.225    -10.179
022 029 -49.665    -44.801     -4.864
022 030 -49.812    -49.817      0.005
022 031 -46.650    -47.545      0.896
022 032 -46.229    -47.701      1.471
022 033 -41.796    -43.329      1.533
022 034 -40.593    -42.139      1.545
022 035 -35.089    -35.924      0.835
022 036 -33.046    -34.062      1.016
022 037 -27.378    -26.796     -0.582
022 038 -24.329    -23.382     -0.947
022 039 -17.785    -16.778     -1.006
022 040 -14.509    -12.791     -1.718
022 041  -7.088     -6.756     -0.332
022 042  -3.641     -3.058     -0.583
022 043   3.767      2.832      0.935
022 044   8.317      5.710      2.607
023 020 -18.274    -16.955     -1.319
023 021 -24.277    -21.593     -2.684
023 022 -32.986    -30.904     -2.082
023 023 -36.444    -34.526     -1.919
023 024 -42.803    -42.267     -0.536
023 025 -43.772    -41.092     -2.680
023 026 -47.982    -46.006     -1.975
023 027 -48.528    -45.595     -2.933
023 028 -51.521    -50.173     -1.348
023 029 -51.019    -49.682     -1.337
023 030 -51.637    -52.953      1.316
023 031 -49.340    -51.672      2.332
023 032 -49.165    -52.943      3.779
023 033 -45.990    -49.731      3.741
023 034 -44.702    -46.268      1.566
023 035 -40.379    -41.503      1.124
023 036 -38.519    -39.427      0.907
023 037 -33.819    -34.056      0.237
023 038 -31.295    -32.258      0.963
023 039 -25.815    -26.127      0.312
023 040 -22.791    -22.390     -0.401
023 041 -17.289    -17.634      0.345
023 042 -13.500    -13.785      0.285
023 043  -7.195     -5.532     -1.663
023 044  -3.062     -2.178     -0.884
023 045   3.799      4.261     -0.462
023 046   8.674      8.596      0.077
023 047  15.817     16.361     -0.544
023 048  21.717     21.861     -0.144
023 049  29.264     27.631      1.633
023 050  35.737     33.124      2.613
023 051  43.666     37.672      5.994
023 052  50.352     42.560      7.791
024 017  18.991     -2.135     21.126
024 018   5.420     -3.683      9.104
024 019  -2.759     -4.169      1.410
024 020 -14.201    -16.686      2.485
024 021 -20.300    -17.724     -2.576
024 022 -31.032    -30.548     -0.485
024 023 -35.047    -30.932     -4.115
024 024 -44.192    -44.161     -0.031
024 025 -45.394    -44.305     -1.090
024 026 -51.474    -55.234      3.760
024 027 -51.725    -53.647      1.922
024 028 -55.804    -54.337     -1.468
024 029 -55.562    -53.755     -1.808
024 030 -57.148    -51.194     -5.954
024 031 -55.097    -52.995     -2.101
024 032 -56.151    -50.299     -5.852
024 033 -53.529    -52.252     -1.278
024 034 -53.220    -52.534     -0.686
024 035 -49.261    -49.195     -0.066
024 036 -48.330    -48.414      0.084
024 037 -43.894    -42.452     -1.442
024 038 -42.063    -41.269     -0.794
024 039 -37.112    -34.553     -2.559
024 040 -34.864    -34.114     -0.750
024 041 -29.337    -27.576     -1.761
024 042 -26.441    -24.735     -1.707
024 043 -20.562    -18.349     -2.213
024 044 -17.126    -16.686     -0.440
024 045 -10.492    -11.195      0.703
024 046  -6.637     -6.799      0.162
024 047   0.534      2.279     -1.745
024 048   5.194      7.551     -2.357
024 049  12.515     13.522     -1.006
024 050  18.255     15.430      2.825
025 023 -28.430    -41.473     13.043
025 024 -37.589    -45.193      7.604
025 025 -42.067    -44.830      2.763
025 026 -48.166    -49.060      0.895
025 027 -49.958    -48.662     -1.296
025 028 -53.941    -52.929     -1.013
025 029 -54.516    -52.083     -2.433
025 030 -56.876    -54.777     -2.099
025 031 -55.751    -53.822     -1.929
025 032 -56.958    -55.947     -1.012
025 033 -55.248    -54.671     -0.577
025 034 -55.575    -53.511     -2.064
025 035 -52.669    -51.484     -1.186
025 036 -52.300    -49.285     -3.014
025 037 -48.947    -45.751     -3.196
025 038 -47.843    -46.617     -1.226
025 039 -43.833    -43.219     -0.614
025 040 -42.098    -45.222      3.124
025 041 -37.736    -37.667     -0.070
025 042 -35.098    -35.156      0.058
025 043 -29.774    -29.410     -0.364
025 044 -26.941    -28.086      1.146
025 045 -21.221    -21.426      0.205
025 046 -18.276    -19.672      1.396
025 047 -11.499    -11.610      0.111
025 048  -7.047     -6.929     -0.118
025 049  -0.290      1.331     -1.621
025 050   5.028      7.723     -2.695
025 051  12.054     18.023     -5.969
025 052  17.845     23.644     -5.799
025 053  25.870     27.983     -2.113
025 054  32.253     31.094      1.159
026 019  13.236    -16.688     29.925
026 020   0.493    -23.121     23.614
026 021  -7.332    -24.130     16.798
026 022 -19.070    -30.870     11.800
026 023 -24.486    -31.048      6.561
026 024 -35.431    -35.232     -0.199
026 025 -39.961    -35.817     -4.144
026 026 -48.701    -40.379     -8.322
026 027 -50.848    -41.504     -9.343
026 028 -56.284    -42.011    -14.273
026 029 -57.088    -42.091    -14.997
026 030 -60.300    -43.134    -17.166
026 031 -59.378    -46.335    -13.043
026 032 -61.652    -50.898    -10.754
026 033 -60.401    -54.296     -6.105
026 034 -61.660    -59.153     -2.507
026 035 -59.106    -58.637     -0.470
026 036 -59.487    -61.185      1.698
026 037 -56.247    -55.790     -0.457
026 038 -55.590    -57.934      2.344
026 039 -51.934    -53.038      1.104
026 040 -50.606    -54.743      4.137
026 041 -47.151    -50.210      3.060
026 042 -45.265    -50.186      4.921
026 043 -40.530    -44.327      3.796
026 044 -38.261    -41.922      3.661
026 045 -32.859    -34.737      1.878
026 046 -30.102    -33.277      3.175
026 047 -23.870    -27.731      3.861
026 048 -20.575    -23.607      3.032
026 049 -14.279    -15.370      1.091
026 050  -9.514    -10.169      0.655
026 051  -2.479     -1.036     -1.443
026 052   2.893      5.277     -2.384
026 053  10.682     14.097     -3.416
026 054  16.540     18.099     -1.559
027 025 -33.091    -40.881      7.790
027 026 -42.767    -47.051      4.284
027 027 -46.584    -45.312     -1.272
027 028 -52.880    -50.249     -2.631
027 029 -54.801    -50.139     -4.662
027 030 -58.152    -53.435     -4.717
027 031 -58.300    -53.303     -4.997
027 032 -61.074    -57.276     -3.798
027 033 -60.451    -57.271     -3.180
027 034 -62.396    -60.845     -1.551
027 035 -60.463    -59.362     -1.101
027 036 -61.701    -60.865     -0.835
027 037 -59.539    -58.101     -1.438
027 038 -59.295    -59.197     -0.098
027 039 -56.366    -56.424      0.059
027 040 -55.826    -57.658      1.832
027 041 -52.576    -55.648      3.072
027 042 -51.446    -54.654      3.208
027 043 -47.251    -50.270      3.020
027 044 -45.867    -48.730      2.864
027 045 -41.161    -42.385      1.225
027 046 -39.109    -40.415      1.306
027 047 -33.780    -35.372      1.592
027 048 -31.109    -33.131      2.022
027 049 -25.528    -26.186      0.658
027 050 -21.697    -21.860      0.164
027 051 -14.667    -13.636     -1.031
027 052  -9.801     -8.532     -1.270
027 053  -2.338      0.157     -2.495
027 054   3.152      5.833     -2.680
027 055  11.061     14.443     -3.383
027 056  17.085     19.451     -2.366
028 020  18.238    -17.268     35.507
028 021   9.116    -13.828     22.943
028 022  -4.576    -16.876     12.300
028 023 -10.592    -19.571      8.979
028 024 -22.633    -26.881      4.247
028 025 -28.575    -29.395      0.820
028 026 -38.791    -38.341     -0.449
028 027 -44.204    -40.961     -3.244
028 028 -52.428    -48.351     -4.077
028 029 -55.285    -51.689     -3.596
028 030 -59.592    -58.172     -1.419
028 031 -59.866    -59.459     -0.407
028 032 -63.116    -64.072      0.956
028 033 -63.123    -64.540      1.416
028 034 -65.964    -66.378      0.414
028 035 -64.778    -66.600      1.823
028 036 -66.839    -68.290      1.451
028 037 -64.798    -64.183     -0.615
028 038 -65.967    -63.868     -2.100
028 039 -63.278    -60.696     -2.582
028 040 -63.356    -60.845     -2.511
028 041 -59.959    -58.518     -1.441
028 042 -59.652    -58.832     -0.820
028 043 -55.672    -56.002      0.330
028 044 -55.074    -54.589     -0.485
028 045 -50.473    -50.821      0.348
028 046 -49.347    -48.573     -0.773
028 047 -44.149    -44.661      0.512
028 048 -42.511    -42.958      0.447
028 049 -37.405    -38.484      1.079
028 050 -34.176    -33.314     -0.862
028 051 -28.134    -26.698     -1.437
028 052 -23.318    -22.417     -0.901
028 053 -16.175    -16.306      0.131
028 054 -11.047    -11.249      0.202
028 055  -3.278     -3.349      0.071
028 056   2.177      1.847      0.329
028 057  10.152      9.732      0.421
028 058  16.215     15.191      1.023
029 027 -37.204    -48.921     11.717
029 028 -46.202    -53.458      7.256
029 029 -50.639    -52.497      1.857
029 030 -55.883    -58.344      2.462
029 031 -57.122    -58.389      1.268
029 032 -60.827    -62.718      1.892
029 033 -61.448    -62.586      1.138
029 034 -64.961    -66.167      1.207
029 035 -64.402    -65.708      1.306
029 036 -67.136    -68.985      1.849
029 037 -65.638    -66.891      1.254
029 038 -67.517    -67.163     -0.354
029 039 -65.547    -64.084     -1.463
029 040 -66.050    -64.953     -1.097
029 041 -63.182    -62.242     -0.940
029 042 -63.805    -62.127     -1.678
029 043 -60.194    -59.458     -0.736
029 044 -59.983    -58.701     -1.281
029 045 -56.304    -54.989     -1.315
029 046 -55.400    -53.189     -2.211
029 047 -51.057    -48.487     -2.570
029 048 -49.721    -47.848     -1.873
029 049 -45.166    -44.392     -0.774
029 050 -42.806    -40.273     -2.533
029 051 -37.129    -34.331     -2.798
029 052 -32.613    -30.905     -1.709
029 053 -25.928    -25.540     -0.388
029 054 -20.999    -21.517      0.518
029 055 -13.545    -14.259      0.713
029 056  -8.577     -8.255     -0.322
029 057  -1.000     -1.020      0.020
029 058   4.607      4.049      0.558
029 059  12.511     11.422      1.089
029 060  18.418     16.470      1.949
030 024  -6.473    -39.581     33.108
030 025 -13.877    -39.699     25.822
030 026 -25.185    -41.133     15.948
030 027 -31.484    -42.226     10.742
030 028 -41.678    -43.783      2.105
030 029 -47.054    -47.913      0.858
030 030 -54.126    -51.892     -2.233
030 031 -56.248    -54.694     -1.554
030 032 -60.712    -59.826     -0.887
030 033 -61.570    -60.907     -0.663
030 034 -65.596    -64.438     -1.158
030 035 -65.401    -64.631     -0.770
030 036 -68.839    -68.330     -0.509
030 037 -67.752    -69.082      1.330
030 038 -70.446    -72.522      2.076
030 039 -68.644    -70.200      1.556
030 040 -70.117    -71.309      1.192
030 041 -67.519    -68.026      0.507
030 042 -68.538    -68.177     -0.361
030 043 -65.982    -65.106     -0.876
030 044 -66.198    -65.117     -1.081
030 045 -62.858    -62.413     -0.444
030 046 -62.635    -61.891     -0.745
030 047 -58.482    -58.455     -0.027
030 048 -57.578    -56.448     -1.131
030 049 -53.069    -53.503      0.434
030 050 -51.268    -51.272      0.003
030 051 -46.041    -45.802     -0.240
030 052 -42.265    -40.432     -1.834
030 053 -35.858    -34.939     -0.919
030 054 -31.554    -31.135     -0.420
030 055 -24.842    -26.177      1.335
030 056 -20.213    -20.442      0.229
030 057 -12.874    -13.844      0.970
030 058  -7.875     -8.008      0.133
030 059  -0.264     -0.985      0.721
030 060   5.190      4.660      0.531
030 061  13.096     12.452      0.644
030 062  18.836     18.853     -0.017
031 030 -46.767    -51.180      4.414
031 031 -50.285    -50.871      0.587
031 032 -55.968    -56.583      0.616
031 033 -57.613    -56.291     -1.321
031 034 -62.134    -62.026     -0.108
031 035 -62.555    -61.644     -0.911
031 036 -66.548    -66.123     -0.426
031 037 -66.431    -65.605     -0.826
031 038 -69.279    -69.942      0.663
031 039 -68.483    -69.226      0.743
031 040 -70.509    -71.403      0.893
031 041 -68.830    -69.827      0.997
031 042 -70.256    -71.309      1.054
031 043 -68.292    -69.480      1.188
031 044 -68.801    -69.485      0.683
031 045 -66.245    -67.157      0.912
031 046 -66.428    -65.920     -0.508
031 047 -63.173    -62.063     -1.110
031 048 -62.467    -60.717     -1.750
031 049 -58.709    -57.084     -1.625
031 050 -57.070    -57.711      0.641
031 051 -52.655    -53.645      0.990
031 052 -49.158    -49.394      0.236
031 053 -43.623    -44.148      0.526
031 054 -39.723    -39.752      0.029
031 055 -33.469    -34.142      0.674
031 056 -29.267    -29.683      0.416
031 057 -22.533    -22.687      0.154
031 058 -17.907    -17.573     -0.334
031 059 -10.802    -10.534     -0.268
031 060  -5.803     -5.535     -0.268
031 061   1.539      1.322      0.217
031 062   7.015      4.891      2.124
031 063  14.742     13.097      1.645
031 064  20.473     19.871      0.602
032 026  -8.658    -27.063     18.405
032 027 -16.268    -28.520     12.252
032 028 -27.179    -29.827      2.649
032 029 -33.847    -33.618     -0.229
032 030 -42.316    -40.349     -1.967
032 031 -46.755    -43.935     -2.820
032 032 -53.681    -50.880     -2.801
032 033 -56.631    -53.041     -3.590
032 034 -61.966    -60.211     -1.756
032 035 -62.560    -61.957     -0.603
032 036 -67.092    -66.890     -0.201
032 037 -67.500    -69.577      2.077
032 038 -71.021    -73.227      2.205
032 039 -70.611    -73.922      3.311
032 040 -73.372    -76.309      2.937
032 041 -72.344    -74.531      2.186
032 042 -74.115    -75.111      0.996
032 043 -72.911    -73.160      0.249
032 044 -73.980    -73.012     -0.968
032 045 -71.794    -72.278      0.485
032 046 -72.648    -72.455     -0.193
032 047 -69.512    -69.861      0.349
032 048 -69.634    -68.716     -0.918
032 049 -66.113    -65.876     -0.237
032 050 -65.082    -64.772     -0.310
032 051 -60.848    -60.828     -0.020
032 052 -57.985    -58.354      0.369
032 053 -52.790    -52.934      0.143
032 054 -49.656    -47.365     -2.291
032 055 -43.761    -41.803     -1.958
032 056 -39.866    -37.220     -2.646
032 057 -33.456    -31.883     -1.574
032 058 -29.311    -27.269     -2.043
032 059 -22.693    -21.726     -0.967
032 060 -18.024    -17.075     -0.949
032 061 -11.029    -11.645      0.616
032 062  -6.052     -8.072      2.020
032 063   1.309      0.192      1.118
032 064   6.585      6.472      0.113
032 065  14.388     14.187      0.201
032 066  19.979     21.798     -1.819
032 067  27.906     30.417     -2.511
032 068  33.862     35.315     -1.453
032 069  41.822     42.154     -0.332
032 070  48.179     46.775      1.404
033 032 -46.637    -50.142      3.505
033 033 -50.736    -50.118     -0.618
033 034 -57.297    -55.660     -1.637
033 035 -58.862    -55.697     -3.165
033 036 -63.733    -61.403     -2.330
033 037 -64.655    -61.761     -2.894
033 038 -68.576    -67.448     -1.128
033 039 -68.802    -68.089     -0.713
033 040 -71.971    -71.463     -0.508
033 041 -71.352    -71.775      0.423
033 042 -73.865    -74.359      0.494
033 043 -73.118    -74.531      1.413
033 044 -74.801    -75.286      0.486
033 045 -73.257    -73.754      0.497
033 046 -74.593    -74.337     -0.256
033 047 -72.282    -71.940     -0.341
033 048 -72.756    -71.482     -1.274
033 049 -69.783    -68.598     -1.186
033 050 -69.181    -69.088     -0.093
033 051 -65.576    -67.518      1.943
033 052 -63.065    -64.769      1.704
033 053 -58.561    -60.281      1.719
033 054 -55.785    -55.587     -0.198
033 055 -50.395    -50.550      0.154
033 056 -47.063    -46.050     -1.013
033 057 -41.300    -40.311     -0.989
033 058 -37.599    -36.786     -0.813
033 059 -31.318    -30.487     -0.831
033 060 -27.361    -26.873     -0.489
033 061 -20.899    -20.824     -0.075
033 062 -16.299    -16.929      0.630
033 063  -9.494    -10.500      1.006
033 064  -4.438     -5.965      1.526
033 065   2.655      2.757     -0.102
033 066   7.997      8.890     -0.893
033 067  15.586     16.549     -0.963
033 068  21.176     22.262     -1.086
033 069  28.962     30.759     -1.798
033 070  34.773     36.354     -1.581
033 071  42.730     43.935     -1.205
033 072  48.862     49.783     -0.921
034 028 -10.165    -15.628      5.463
034 029 -17.868    -20.954      3.086
034 030 -27.523    -28.812      1.289
034 031 -33.502    -34.528      1.026
034 032 -42.096    -41.649     -0.448
034 033 -47.114    -44.923     -2.191
034 034 -54.559    -51.728     -2.832
034 035 -57.127    -53.650     -3.477
034 036 -62.852    -60.737     -2.114
034 037 -64.243    -61.866     -2.377
034 038 -68.672    -66.608     -2.065
034 039 -69.323    -68.220     -1.103
034 040 -73.106    -71.315     -1.791
034 041 -72.857    -73.621      0.764
034 042 -76.047    -75.217     -0.831
034 043 -75.816    -76.166      0.350
034 044 -78.077    -78.005     -0.072
034 045 -76.845    -76.650     -0.196
034 046 -78.754    -78.398     -0.357
034 047 -76.675    -77.193      0.518
034 048 -77.813    -78.032      0.218
034 049 -75.265    -75.729      0.464
034 050 -75.479    -75.394     -0.086
034 051 -72.222    -71.325     -0.897
034 052 -70.231    -69.888     -0.343
034 053 -65.916    -66.484      0.568
034 054 -63.719    -63.336     -0.383
034 055 -58.674    -58.504     -0.170
034 056 -55.761    -53.860     -1.901
034 057 -50.357    -48.801     -1.556
034 058 -46.990    -44.754     -2.236
034 059 -41.167    -39.608     -1.559
034 060 -37.658    -36.112     -1.546
034 061 -31.673    -30.990     -0.683
034 062 -27.416    -27.589      0.173
034 063 -20.998    -21.965      0.967
034 064 -16.379    -17.238      0.859
034 065  -9.584     -9.495     -0.089
034 066  -4.623     -4.401     -0.222
034 067   2.450      3.011     -0.561
034 068   7.797      8.030     -0.233
034 069  15.223     15.678     -0.454
034 070  20.660     21.976     -1.316
034 071  28.433     29.451     -1.018
034 072  34.114     34.542     -0.428
034 073  41.860     42.375     -0.515
034 074  48.306     47.475      0.832
035 035 -50.942    -51.551      0.609
035 036 -57.385    -57.916      0.531
035 037 -59.529    -58.373     -1.157
035 038 -64.481    -64.745      0.265
035 039 -65.858    -65.441     -0.417
035 040 -69.974    -70.891      0.917
035 041 -70.278    -71.270      0.991
035 042 -74.070    -75.905      1.835
035 043 -73.758    -75.235      1.477
035 044 -76.525    -76.959      0.434
035 045 -76.241    -76.808      0.567
035 046 -78.949    -79.512      0.564
035 047 -77.364    -78.335      0.971
035 048 -79.213    -80.001      0.788
035 049 -77.386    -77.368     -0.017
035 050 -77.979    -77.424     -0.555
035 051 -75.345    -74.069     -1.275
035 052 -73.724    -72.723     -1.002
035 053 -69.788    -70.814      1.026
035 054 -67.965    -69.089      1.125
035 055 -63.306    -63.781      0.475
035 056 -60.780    -60.030     -0.750
035 057 -55.940    -56.197      0.256
035 058 -53.065    -53.245      0.180
035 059 -47.831    -48.215      0.384
